"iWAT_M03(r1)"	"iWAT_M03(r2)"	"Beige/brite (RG on iWAT)_M03(r1)"	"Beige/brite (RG on iWAT)_M03(r2)"
"ENSMUSG00000023150"	8.79509	8.81346	9.20187333333333	9.25795
"ENSMUSG00000023156"	9.07616	9.04362	9.163645	9.08961
"ENSMUSG00000023169"	6.92594	6.82459	6.7765	6.88743
"ENSMUSG00000023170"	6.34112	6.59607	6.34112	6.30881
"ENSMUSG00000023175"	13.15944	13.17624	13.77001	13.77109
"ENSMUSG00000023176"	4.46751	4.73186	4.45337	4.6338
"ENSMUSG00000023185"	3.98624	3.8917	3.78608	3.85125
"ENSMUSG00000023186"	7.87463	7.9418	7.7552	7.637205
"ENSMUSG00000023191"	9.60273	9.49457	9.39687	9.28966
"ENSMUSG00000023206"	8.594155	8.451395	8.68288	8.601825
"ENSMUSG00000023216"	4.551885	4.539825	4.511995	4.65133
"ENSMUSG00000023224"	13.63762	13.56977	13.28976	13.30947
"ENSMUSG00000023235"	7.19559	7.12779	7.36217	7.30031
"ENSMUSG00000023236"	4.37423	4.55575	4.30499	4.42872
"ENSMUSG00000023243"	4.970875	4.90071	4.875955	5.08721
"ENSMUSG00000023247"	4.9479	4.78048	5.09895	5.00314
"ENSMUSG00000023249"	10.782835	10.823265	10.882385	10.83841
"ENSMUSG00000023257"	4.73108	4.64173	4.57562	4.80024
"ENSMUSG00000023259"	6.08899	6.21217	6.585775	6.374805
"ENSMUSG00000023262"	6.99583	6.99812	6.98372	7.00955
"ENSMUSG00000023263"	4.73655	4.5493	4.73655	4.89867
"ENSMUSG00000023266"	7.07144	7.15883	6.95934	7.31724
"ENSMUSG00000023267"	4.79976	4.70299	5.04108	4.83194
"ENSMUSG00000023272"	9.8481	9.77699	9.66436	9.51248
"ENSMUSG00000023274"	5.68078	5.61665	5.83302	5.86339
"ENSMUSG00000023277"	8.25636	8.131125	7.690755	7.70575
"ENSMUSG00000023279"	4.8056	4.67832	4.75821	4.74866
"ENSMUSG00000023286"	10.67152	10.66002	10.76285	10.73696
"ENSMUSG00000023289"	4.57768	4.67991	4.76543	4.85091
"ENSMUSG00000023307"	10.2549066666667	10.2737366666667	10.7310766666667	10.7753166666667
"ENSMUSG00000023328"	5.78346	5.70449	5.91905	5.81565
"ENSMUSG00000023330"	9.04281	9.08278	8.82446	8.53273
"ENSMUSG00000023333"	5.36474	5.53648	5.45604	5.40403
"ENSMUSG00000023336"	5.89692	5.62017	5.58857	5.84877
"ENSMUSG00000023341"	6.61765	6.51624	6.86891	6.65941
"ENSMUSG00000023348"	10.09008	10.08807	9.80607	9.83639
"ENSMUSG00000023349"	6.651395	6.635795	6.36272	6.386025
"ENSMUSG00000023353"	6.507275	6.499615	6.504775	6.431685
"ENSMUSG00000023367"	10.619905	10.60818	9.687795	9.74959
"ENSMUSG00000023391"	6.68295	6.57632	6.50198	6.62464
"ENSMUSG00000023393"	6.23275	6.37052	6.38372	6.27516
"ENSMUSG00000023403"	4.18364	4.176625	4.229365	4.18422
"ENSMUSG00000023411"	7.36763666666667	7.35147	7.06484333333333	7.18587333333333
"ENSMUSG00000023433"	5.316308	5.339044	5.384756	5.445074
"ENSMUSG00000023439"	5.38621	5.23271	5.41671	5.37019
"ENSMUSG00000023443"	5.77189	5.71311	6.02482	5.92303
"ENSMUSG00000023456"	13.2649666666667	13.2273633333333	13.5031666666667	13.60119
"ENSMUSG00000023460"	9.77246	9.89772	9.7247	9.75447
"ENSMUSG00000023467"	4.74241	4.8236	4.97982	4.9775
"ENSMUSG00000023473"	5.45327	5.44235	5.92535	5.69483
"ENSMUSG00000023484"	4.42946	4.49666	4.44469	4.54276
"ENSMUSG00000023495"	8.60571666666667	8.57807333333333	8.29195	8.14365333333333
"ENSMUSG00000023505"	8.44882	8.23785	8.35225	8.07637
"ENSMUSG00000023571"	9.61143333333333	9.6411	9.93736666666667	9.9317
"ENSMUSG00000023572"	9.96588	10.04169	9.92874	9.7887
"ENSMUSG00000023577"	4.95241	4.93385	4.89988	4.86068
"ENSMUSG00000023707"	8.14744	8.29567	8.59951	8.60179
"ENSMUSG00000023723"	10.046715	10.063925	10.531695	10.55877
"ENSMUSG00000023737"	4.24352	4.28894	4.24352	4.33083
"ENSMUSG00000023755"	7.31911	7.13576	6.98649	7.03196
"ENSMUSG00000023764"	5.071565	5.08518	5.08289	5.110945
"ENSMUSG00000023781"	5.70512	5.81811	6.31326	6.25402
"ENSMUSG00000023791"	9.87779	9.88192	9.83967	9.76553
"ENSMUSG00000023800"	5.39895	5.397705	5.309025	5.388385
"ENSMUSG00000023805"	5.80283	5.79543666666667	5.6474	5.77953166666667
"ENSMUSG00000023806"	9.87436	9.90589	10.30943	10.34044
"ENSMUSG00000023809"	6.395045	6.49561	6.455785	6.37734
"ENSMUSG00000023826"	4.98998	4.87971333333333	4.94869666666667	5.01273666666667
"ENSMUSG00000023828"	7.91957	8.02842	8.75978	8.6991
"ENSMUSG00000023829"	5.68722	5.89532	6.00956	5.83406
"ENSMUSG00000023830"	9.30224	9.460835	9.120675	9.06633
"ENSMUSG00000023832"	10.435995	10.60207	11.30165	11.34048
"ENSMUSG00000023852"	8.432845	8.4220125	8.5323475	8.467215
"ENSMUSG00000023861"	12.57338	12.7003	13.34872	13.45451
"ENSMUSG00000023868"	5.89965	5.79643666666667	5.71683333333333	5.66067
"ENSMUSG00000023873"	5.02033	5.08255666666667	4.93205333333333	4.91177333333333
"ENSMUSG00000023882"	6.31652	6.3553	6.204	5.98468
"ENSMUSG00000023883"	10.42475	10.44375	10.46505	10.42995
"ENSMUSG00000023885"	13.15251	13.108465	12.917105	12.791025
"ENSMUSG00000023886"	6.84946	7.00467	6.69188	6.609505
"ENSMUSG00000023892"	7.18192	7.2066	6.99812	6.89529
"ENSMUSG00000023904"	11.70308	11.70665	12.00297	12.075135
"ENSMUSG00000023905"	12.16807	12.17671	12.31392	12.23191
"ENSMUSG00000023906"	4.53878	4.66488	4.71519	4.75348
"ENSMUSG00000023908"	7.31494	7.19287	7.23331	7.42324
"ENSMUSG00000023909"	8.06743	8.16529	8.73327	8.71025
"ENSMUSG00000023911"	7.333545	7.203965	6.9358	7.115305
"ENSMUSG00000023913"	6.52103	6.67495	6.74477	6.86942
"ENSMUSG00000023914"	5.09255	5.09579	4.99235	5.20913
"ENSMUSG00000023915"	6.308685	6.39326	6.704935	6.42445
"ENSMUSG00000023919"	7.85779	7.74283	7.6379	7.72485
"ENSMUSG00000023921"	7.86079666666667	7.94673	8.04171	8.04045666666667
"ENSMUSG00000023926"	4.29026	4.21664	4.2785	4.23941
"ENSMUSG00000023927"	5.44496	5.33702666666667	5.15419333333333	5.17866666666667
"ENSMUSG00000023930"	5.37911	5.2979	5.34682	5.32709
"ENSMUSG00000023932"	9.830765	9.83926	9.79667	9.74963
"ENSMUSG00000023939"	9.7392	9.81377	9.91519	9.96461
"ENSMUSG00000023940"	7.08007	7.01591	6.9932	6.82899
"ENSMUSG00000023942"	7.46823	7.38724	7.17656	7.01388
"ENSMUSG00000023943"	4.27037	4.19687	4.42856	4.31332
"ENSMUSG00000023944"	13.36549	13.359715	13.203045	13.10339
"ENSMUSG00000023945"	4.6454	4.6454	4.8704	4.7927
"ENSMUSG00000023947"	6.63152	6.62453	6.49837	6.4821
"ENSMUSG00000023949"	5.41402	5.27228	5.43615	5.59161
"ENSMUSG00000023951"	9.460375	9.514585	10.046905	10.067815
"ENSMUSG00000023952"	8.12322666666667	8.21432333333333	8.34639333333333	8.29155666666667
"ENSMUSG00000023953"	7.08172	6.908015	6.90884	6.75544
"ENSMUSG00000023960"	8.51276	8.63425	8.57783	8.4511
"ENSMUSG00000023961"	6.58286	6.86442	7.02975	6.85431
"ENSMUSG00000023963"	5.52574	5.45072	5.33544	5.24636
"ENSMUSG00000023964"	4.95718	5.0364	5.11701	5.07554
"ENSMUSG00000023966"	6.74913	6.8029	6.51238	6.68004
"ENSMUSG00000023967"	10.73045	10.68397	11.0786	11.21294
"ENSMUSG00000023968"	4.80479	4.82279	4.80544	4.82215
"ENSMUSG00000023971"	9.59361	9.51189	9.64576	9.70642
"ENSMUSG00000023972"	8.35792	8.20974	8.04581	7.75493
"ENSMUSG00000023973"	8.43174	8.33173	8.1582	8.24079
"ENSMUSG00000023977"	7.85223	7.86621	7.81747	7.57531
"ENSMUSG00000023978"	5.0468	5.04629	4.91879	5.16768
"ENSMUSG00000023979"	5.57745	5.36146	5.35802	5.45668
"ENSMUSG00000023980"	6.99769	6.890385	6.76769	6.469345
"ENSMUSG00000023982"	5.82556	5.91295	5.7507	5.9559
"ENSMUSG00000023984"	7.73314	7.91932	7.91746	7.87072
"ENSMUSG00000023987"	5.23127	5.33554	5.31422	5.43362
"ENSMUSG00000023988"	8.91162	8.87508	8.969165	8.898105
"ENSMUSG00000023990"	7.65479	7.75998	7.64829	7.72582
"ENSMUSG00000023992"	7.45274	7.52966	7.41385	7.55546
"ENSMUSG00000023993"	5.83826	5.76361	6.05868	5.9916
"ENSMUSG00000023994"	7.25881	7.268415	7.316745	7.256445
"ENSMUSG00000023995"	4.94341	4.97948	5.08647	5.04595
"ENSMUSG00000024002"	8.32759666666667	8.41846	8.37778	8.26255333333333
"ENSMUSG00000024006"	10.68545	10.62989	10.60857	10.53933
"ENSMUSG00000024011"	5.560775	5.49957	5.29794	5.552535
"ENSMUSG00000024012"	10.89455	10.84391	10.39052	10.2259
"ENSMUSG00000024013"	4.76341	4.72643	4.82812	4.92599
"ENSMUSG00000024014"	7.68232	7.709675	7.73723	7.69596
"ENSMUSG00000024018"	5.27986	5.26388	5.47155	5.41775
"ENSMUSG00000024019"	8.63772	8.707425	8.66092	8.73341
"ENSMUSG00000024026"	10.27114	10.2749666666667	10.1861	10.18246
"ENSMUSG00000024027"	4.53414	4.62926	5.1756	4.68898
"ENSMUSG00000024028"	5.66285	5.75324	5.78044	5.74828
"ENSMUSG00000024029"	5.82801	5.77107	5.80152	5.67756
"ENSMUSG00000024030"	10.9109	10.97235	11.30032	11.30847
"ENSMUSG00000024032"	8.21801	8.18029	8.28113	8.3803
"ENSMUSG00000024033"	5.13731	5.34406	5.15806	5.5025
"ENSMUSG00000024034"	5.16284	5.39576	5.27623	5.39104
"ENSMUSG00000024036"	5.80627	5.9113	5.72635	6.03924
"ENSMUSG00000024037"	6.3067	6.390265	6.25443	6.40022
"ENSMUSG00000024038"	12.84331	12.89729	13.37378	13.43226
"ENSMUSG00000024039"	5.831565	5.95434	5.88828	5.97523
"ENSMUSG00000024041"	5.21415	5.09035	5.15554	5.35966
"ENSMUSG00000024042"	6.83902	6.89279	6.8024	6.91315
"ENSMUSG00000024044"	9.70508	9.60931	9.62833	9.45794
"ENSMUSG00000024045"	9.20819	9.31059	9.48557	9.376125
"ENSMUSG00000024048"	11.346095	11.250265	11.086645	11.01217
"ENSMUSG00000024049"	5.65197	5.72958	5.49819	5.6711
"ENSMUSG00000024050"	6.84733	6.98248	6.76325	6.69336
"ENSMUSG00000024052"	7.17544666666667	7.25882	7.33912666666667	7.47747666666667
"ENSMUSG00000024055"	6.66429	7.013	6.77313	6.84333
"ENSMUSG00000024056"	5.8726	6.10362	5.82976	5.6316
"ENSMUSG00000024059"	5.85444	5.967188	5.852922	5.814728
"ENSMUSG00000024063"	7.872235	7.82432	7.530635	7.405065
"ENSMUSG00000024065"	6.551065	6.419245	6.20446	6.317165
"ENSMUSG00000024066"	9.92087	10.00555	9.62561	9.64612
"ENSMUSG00000024067"	10.28447	10.16177	10.36148	10.43014
"ENSMUSG00000024068"	8.354965	8.370275	8.37911	8.29437
"ENSMUSG00000024069"	9.47469	9.45768	9.59547	9.52769
"ENSMUSG00000024070"	7.82344666666667	7.76690333333333	7.69317	7.61597333333333
"ENSMUSG00000024072"	8.37498666666667	8.37663666666667	8.23273	8.30984333333333
"ENSMUSG00000024073"	7.67449333333333	7.70819	7.58474	7.66218666666667
"ENSMUSG00000024074"	7.99957	8.20579	7.728555	7.606165
"ENSMUSG00000024076"	4.45552	4.48286	4.4177	4.38239
"ENSMUSG00000024077"	6.682015	6.87744	6.87963	6.90094
"ENSMUSG00000024078"	8.56123	8.49061	8.43264	8.15807
"ENSMUSG00000024079"	8.174525	8.347205	8.368975	8.371125
"ENSMUSG00000024081"	7.21498	7.184015	7.24131	7.30971
"ENSMUSG00000024082"	8.61131	8.65759	8.63369	8.67317
"ENSMUSG00000024083"	9.25376666666667	9.30079	9.23977	9.16112666666667
"ENSMUSG00000024084"	8.67719	8.60907	8.22902	8.10876
"ENSMUSG00000024085"	10.75937	10.73435	10.67658	10.65844
"ENSMUSG00000024087"	9.564845	9.66442	9.10608	9.07725
"ENSMUSG00000024091"	10.14134	10.05996	10.01533	10.1508866666667
"ENSMUSG00000024095"	10.404005	10.488455	10.3663	10.289635
"ENSMUSG00000024096"	9.39509	9.34229	9.14726	9.104305
"ENSMUSG00000024097"	10.256625	10.13573	9.844335	9.75612
"ENSMUSG00000024098"	7.0735875	6.927645	6.92554	6.902945
"ENSMUSG00000024099"	12.1099266666667	12.06699	12.5884	12.6344733333333
"ENSMUSG00000024101"	6.77046	6.77301	6.665795	6.68626
"ENSMUSG00000024104"	8.76562333333333	8.80827333333333	8.97595333333333	8.83251
"ENSMUSG00000024107"	4.6596	4.58921	4.41468	4.38375
"ENSMUSG00000024112"	4.642445	4.748435	4.99854	4.81812
"ENSMUSG00000024114"	4.76759	5.00217	4.89183	5.2127
"ENSMUSG00000024116"	5.30129	5.01404	4.7897	5.08016
"ENSMUSG00000024120"	9.2284	9.28979	9.90734	9.97775
"ENSMUSG00000024121"	12.59838	12.5435633333333	12.42084	12.4968733333333
"ENSMUSG00000024122"	9.797685	9.82742	10.117635	10.01508
"ENSMUSG00000024124"	5.53883	5.43568	5.21526	5.46125
"ENSMUSG00000024125"	4.77928	5.00439	5.04605	4.96541
"ENSMUSG00000024127"	8.41876333333333	8.42544	8.16539333333333	8.06830333333333
"ENSMUSG00000024128"	4.77928	5.00439	5.04605	4.96541
"ENSMUSG00000024130"	7.029665	7.168735	6.80548	6.837705
"ENSMUSG00000024131"	4.24762	4.55199	4.62969	4.65918
"ENSMUSG00000024132"	11.22979	11.28629	12.1224	12.20153
"ENSMUSG00000024134"	5.29998	5.37495	5.36836	5.51899
"ENSMUSG00000024136"	4.78101	4.698625	5.13337	5.008115
"ENSMUSG00000024137"	6.90298	6.87481	6.48492	6.62195
"ENSMUSG00000024140"	6.67774	6.86003	7.06557	7.06486
"ENSMUSG00000024142"	6.96128	6.94932	7.12335	7.100155
"ENSMUSG00000024143"	12.52511	12.49885	12.23793	12.20586
"ENSMUSG00000024145"	8.81107	8.81036	8.48423	8.42357
"ENSMUSG00000024146"	8.60655	8.559075	8.463655	8.498845
"ENSMUSG00000024150"	12.78615	12.74583	12.49085	12.43465
"ENSMUSG00000024151"	6.28744	6.2532	6.0079	5.91892
"ENSMUSG00000024154"	4.53758	4.54552	4.61333	4.64515
"ENSMUSG00000024158"	10.3694733333333	10.4349933333333	10.2853366666667	10.3621533333333
"ENSMUSG00000024160"	8.81234	8.89788	8.79143	8.82675
"ENSMUSG00000024163"	6.425735	6.287595	6.61101	6.588325
"ENSMUSG00000024164"	12.23103	12.22046	10.84393	10.91086
"ENSMUSG00000024169"	7.80596	7.9415	7.66588	7.73859
"ENSMUSG00000024170"	7.2256	7.2795	7.21643	7.0944
"ENSMUSG00000024171"	3.96177	4.23782	4.27615	4.25956
"ENSMUSG00000024173"	5.43283	5.57348	5.27011	5.7151
"ENSMUSG00000024177"	7.94542	7.87271	7.7502	7.78156
"ENSMUSG00000024180"	5.74333	5.755225	5.762	5.767165
"ENSMUSG00000024181"	10.09372	10.01387	10.33476	10.36285
"ENSMUSG00000024182"	7.613565	7.65088	7.591825	7.469105
"ENSMUSG00000024186"	5.11831	5.27653	5.37237	5.39457
"ENSMUSG00000024188"	8.98035333333333	9.02871333333333	9.20298666666667	9.05513333333333
"ENSMUSG00000024190"	9.9349	9.8261	9.94991	9.83041
"ENSMUSG00000024191"	8.10034	8.06117	8.13387	8.03819
"ENSMUSG00000024193"	7.1226	7.1651	6.78892	6.89575
"ENSMUSG00000024194"	10.37069	10.3874	10.29729	10.38568
"ENSMUSG00000024197"	9.46705	9.44534	9.54164	9.5174
"ENSMUSG00000024201"	7.33607	7.26078	7.02909	7.29544
"ENSMUSG00000024205"	13.0826066666667	13.0059766666667	12.96148	12.9770633333333
"ENSMUSG00000024206"	5.34888	5.13513	5.44293	5.20064
"ENSMUSG00000024208"	10.30755	10.19866	10.1525	10.18355
"ENSMUSG00000024211"	4.92546	5.01213	5.15408	5.10477
"ENSMUSG00000024212"	6.51265	6.356005	6.46714	6.5316
"ENSMUSG00000024213"	10.14756	10.10724	10.06386	10.03805
"ENSMUSG00000024215"	4.67305	4.93822	4.8198	4.90037
"ENSMUSG00000024217"	11.23426	11.20271	11.27101	11.29273
"ENSMUSG00000024218"	8.59485	8.52006	8.47902	8.58878
"ENSMUSG00000024219"	7.77264	7.83645	8.04379	8.1234
"ENSMUSG00000024222"	8.011535	8.07286	7.816605	7.822565
"ENSMUSG00000024223"	4.61928	4.71134	4.52991	4.69436
"ENSMUSG00000024225"	5.21821	5.26096	5.375935	5.395245
"ENSMUSG00000024227"	4.45422	4.43671	4.47699	4.46844
"ENSMUSG00000024231"	7.98002	7.99974	8.04692	7.991485
"ENSMUSG00000024232"	8.36556	8.28406	8.26948	8.11692
"ENSMUSG00000024233"	4.19657	4.11663	4.27862	4.3125
"ENSMUSG00000024235"	6.16618	6.22411	6.47345	6.47503
"ENSMUSG00000024236"	9.886935	9.894815	9.4994	9.568535
"ENSMUSG00000024238"	9.37119	9.28621	9.14766	9.07336
"ENSMUSG00000024240"	8.9305	9.03424	8.94753	8.93182
"ENSMUSG00000024241"	5.39764333333333	5.50975333333333	5.46126666666667	5.46998333333333
"ENSMUSG00000024242"	10.5965	10.63896	10.38406	10.28783
"ENSMUSG00000024247"	8.644555	8.628955	8.447705	8.42626
"ENSMUSG00000024248"	11.51952	11.4101633333333	11.74617	11.7992433333333
"ENSMUSG00000024254"	6.78947	6.75383	6.78553	7.03893
"ENSMUSG00000024256"	4.80554	4.64425	4.91226	4.88238
"ENSMUSG00000024258"	10.30232	10.3189	10.31752	10.31788
"ENSMUSG00000024259"	10.196745	10.2108	10.530395	10.545585
"ENSMUSG00000024261"	4.69396	4.68175	4.603805	4.65807
"ENSMUSG00000024268"	6.31139	6.20413666666667	6.39724	6.32751
"ENSMUSG00000024269"	8.14984	8.05454	8.05565	7.76161
"ENSMUSG00000024270"	10.19101	10.168165	10.0215	10.04486
"ENSMUSG00000024271"	9.714085	9.732255	9.70652	9.71341
"ENSMUSG00000024273"	8.89316	9.00378	8.88858	8.85661
"ENSMUSG00000024276"	6.62377	6.79668	6.67484	6.74561
"ENSMUSG00000024277"	7.72351	7.6387875	7.2580025	7.3072825
"ENSMUSG00000024283"	9.945745	9.95338	9.85055	9.767165
"ENSMUSG00000024287"	7.3807625	7.36243	7.4889375	7.40842
"ENSMUSG00000024290"	10.0719466666667	10.0387933333333	9.83598666666667	9.78016666666667
"ENSMUSG00000024292"	4.8402	5.07524	5.03526	4.9891
"ENSMUSG00000024293"	8.32677	8.348255	8.371015	8.31856
"ENSMUSG00000024294"	6.94995	6.77049	7.07262	6.87366
"ENSMUSG00000024299"	7.14603	7.13526	6.9291	6.84664
"ENSMUSG00000024300"	6.35008	6.24891	6.1961	6.45258
"ENSMUSG00000024301"	7.75425	7.6875	7.50622	7.32712
"ENSMUSG00000024302"	5.292922	5.301734	5.279852	5.258974
"ENSMUSG00000024304"	9.49306	9.35697	8.9682	8.78781
"ENSMUSG00000024308"	9.89732333333333	9.91174	9.78395333333333	9.71615
"ENSMUSG00000024309"	10.93254	10.83811	11.06429	11.06585
"ENSMUSG00000024312"	7.67895	7.65944	7.47591	7.38806
"ENSMUSG00000024313"	4.53398	4.67042	4.6189	4.62317
"ENSMUSG00000024317"	7.38541333333333	7.43007	6.97822666666667	7.06249
"ENSMUSG00000024319"	7.04777	6.97421	6.84234	6.86616
"ENSMUSG00000024325"	7.49846	7.37669	7.38437	7.25146
"ENSMUSG00000024327"	11.51744	11.50697	11.32507	11.31743
"ENSMUSG00000024330"	5.01989	5.12599	5.17281	5.13353
"ENSMUSG00000024331"	4.861755	4.749505	4.87612	4.781865
"ENSMUSG00000024334"	5.13577	5.02947	5.07997	5.11562
"ENSMUSG00000024335"	10.509845	10.494295	10.60321	10.5798
"ENSMUSG00000024338"	11.14629	11.18333	10.97021	11.18647
"ENSMUSG00000024339"	9.18832	9.40343	9.05682	8.90355
"ENSMUSG00000024346"	10.78118	10.72501	10.52217	10.55739
"ENSMUSG00000024349"	9.13201	8.90587	8.69489	8.63539
"ENSMUSG00000024350"	6.347715	6.08963	6.131155	6.013975
"ENSMUSG00000024354"	4.82239	4.74512	4.97658	4.884875
"ENSMUSG00000024357"	9.95006	9.97746	9.76482	9.71978
"ENSMUSG00000024359"	10.2431066666667	10.28749	10.7557433333333	10.69409
"ENSMUSG00000024360"	11.0090933333333	11.0620466666667	11.0137	10.9927133333333
"ENSMUSG00000024365"	6.11755	6.32051	6.473395	6.515495
"ENSMUSG00000024366"	7.10532	7.04516	7.17945	7.26354
"ENSMUSG00000024369"	9.33457	9.29095	9.1917	9.2471
"ENSMUSG00000024370"	8.41923	8.37922	8.09506	8.077365
"ENSMUSG00000024371"	10.41427	10.43714	9.8746	9.9325
"ENSMUSG00000024376"	5.3854	5.57237	5.57711	5.39184
"ENSMUSG00000024378"	7.54449	7.45868	7.88839	7.712835
"ENSMUSG00000024379"	7.85128	7.81971	7.5737	7.65856
"ENSMUSG00000024381"	7.908125	7.940995	8.01102	7.94079
"ENSMUSG00000024382"	9.49153	9.54902	9.38152	9.17972
"ENSMUSG00000024383"	4.31566	4.23062	4.34683	4.44548
"ENSMUSG00000024386"	5.9001	5.98753	6.09793	6.13465
"ENSMUSG00000024387"	11.81413	11.81889	11.85235	11.79918
"ENSMUSG00000024388"	6.38913	6.58517	6.55165	6.48723
"ENSMUSG00000024391"	5.37674	5.59042	5.73975	5.852855
"ENSMUSG00000024392"	8.9677	8.9639	9.01058	8.96757
"ENSMUSG00000024393"	7.150565	7.159665	7.138085	7.18247
"ENSMUSG00000024395"	8.87555	8.9152	9.69718	9.64958
"ENSMUSG00000024397"	5.66229	5.38995	5.49784	5.61457
"ENSMUSG00000024399"	4.64866	4.67294	4.69605	4.60601
"ENSMUSG00000024400"	8.47645	8.35095666666667	8.35578333333333	8.3303
"ENSMUSG00000024401"	5.96948	6.11818	6.37146	6.12434
"ENSMUSG00000024402"	5.43284	5.55176	5.39478	5.50724
"ENSMUSG00000024403"	5.26925	5.33954	5.34147	5.3765
"ENSMUSG00000024404"	11.0028166666667	11.0215	11.12461	11.1043633333333
"ENSMUSG00000024406"	4.83739	4.78572	4.80706	4.75114
"ENSMUSG00000024409"	5.18925	5.24398	5.05087	5.27208
"ENSMUSG00000024410"	7.130615	7.006145	7.37767	7.31072
"ENSMUSG00000024411"	4.453345	4.353635	4.35104	4.250075
"ENSMUSG00000024413"	8.00605	8.15452	7.58178	7.6975
"ENSMUSG00000024414"	12.12564	12.12514	12.35715	12.43167
"ENSMUSG00000024420"	7.97644	8.00605	7.32439	7.26722
"ENSMUSG00000024421"	4.87697	4.66409	4.92522	5.09492
"ENSMUSG00000024422"	8.32116	8.21856	8.14626	8.1826
"ENSMUSG00000024423"	10.18842	10.13244	9.70445	9.65024
"ENSMUSG00000024424"	8.56955	8.55227	8.09788	7.99306
"ENSMUSG00000024425"	11.11826	11.24574	11.14253	11.12817
"ENSMUSG00000024427"	5.21964	5.386875	5.394035	5.57946
"ENSMUSG00000024429"	8.28579	8.19754	7.995465	7.90601
"ENSMUSG00000024430"	4.68582333333333	4.58465666666667	4.64782666666667	4.61743333333333
"ENSMUSG00000024431"	8.67449	8.69083	8.72877666666667	8.78829333333333
"ENSMUSG00000024436"	10.52549	10.51978	11.17129	11.14097
"ENSMUSG00000024437"	8.06427	8.12315	8.030935	8.171405
"ENSMUSG00000024440"	5.08785	4.95386	5.20368	5.20516
"ENSMUSG00000024442"	7.39818	7.41428	7.57423	7.78001
"ENSMUSG00000024446"	9.25984	9.2754	9.22977	9.41757
"ENSMUSG00000024448"	5.85865	5.83888	5.77424	5.89287
"ENSMUSG00000024451"	5.238725	5.255655	5.13074	5.07221
"ENSMUSG00000024454"	9.52545	9.53268	9.52075	9.44517
"ENSMUSG00000024456"	8.542345	8.589035	8.53528	8.57397
"ENSMUSG00000024457"	6.879735	6.71732	6.60122	6.58219
"ENSMUSG00000024462"	5.50604333333333	5.44375666666667	5.26635333333333	5.44436
"ENSMUSG00000024471"	4.36473	4.41526	4.4292	4.53101
"ENSMUSG00000024474"	10.979325	10.976095	10.8254225	10.8257375
"ENSMUSG00000024479"	4.44108	4.54873	4.51602	4.51615
"ENSMUSG00000024480"	12.93186	12.98628	13.32065	13.36242
"ENSMUSG00000024483"	7.94531	7.992635	7.986725	8.14398
"ENSMUSG00000024486"	9.08237	9.074835	8.65611	8.459545
"ENSMUSG00000024487"	11.66222	11.609635	11.441545	11.39501
"ENSMUSG00000024493"	10.75209	10.75096	10.6639	10.45815
"ENSMUSG00000024497"	4.88521	4.78572	4.86242	4.78262
"ENSMUSG00000024498"	9.55126666666667	9.52093333333333	9.57989666666667	9.57905
"ENSMUSG00000024500"	4.76341	5.08117	4.90951	5.10257
"ENSMUSG00000024501"	8.7342	8.66035666666667	8.11751666666667	7.96539
"ENSMUSG00000024503"	5.32473	5.4268	5.28473	5.4557
"ENSMUSG00000024507"	10.80677	10.924805	11.97829	12.090615
"ENSMUSG00000024510"	5.04784	4.95057	4.97288	4.90178
"ENSMUSG00000024511"	4.52717	4.59874	4.58896	4.64526
"ENSMUSG00000024513"	9.663345	9.54191	9.308685	9.31409
"ENSMUSG00000024515"	10.70436	10.6706966666667	10.3803366666667	10.3521333333333
"ENSMUSG00000024516"	10.68961	10.60553	10.39413	10.4239
"ENSMUSG00000024517"	4.88224	4.69523	4.71761	4.66543
"ENSMUSG00000024518"	4.82199	4.99937	4.92712	4.92698
"ENSMUSG00000024519"	4.5263	4.70595	4.66792	4.85212
"ENSMUSG00000024521"	8.09732	7.71661	7.09303	6.76014
"ENSMUSG00000024525"	6.134465	6.22206	7.43578	7.97829
"ENSMUSG00000024526"	6.02499	5.93476	9.59169	10.01405
"ENSMUSG00000024527"	8.84776	8.826785	9.72335	9.72766
"ENSMUSG00000024528"	8.76848	8.72393	8.84591	8.7374
"ENSMUSG00000024529"	14.029475	13.993815	13.8723	13.82533
"ENSMUSG00000024530"	6.82964	6.61355	6.7399	6.81827
"ENSMUSG00000024534"	5.110105	5.14751	5.35503	5.402655
"ENSMUSG00000024537"	9.718445	9.703325	9.541735	9.51098
"ENSMUSG00000024538"	11.84671	11.8481	11.55284	11.41118
"ENSMUSG00000024539"	7.63535	7.6833425	7.6144075	7.5663125
"ENSMUSG00000024544"	5.96732333333333	5.88939333333333	5.41059333333333	5.56264666666667
"ENSMUSG00000024552"	5.69542	5.71023	5.75514	5.77138
"ENSMUSG00000024553"	4.32911	4.41203	4.43629	4.46348
"ENSMUSG00000024556"	7.352095	7.214305	7.12689	6.999685
"ENSMUSG00000024560"	7.58749	7.70278	7.695625	7.646185
"ENSMUSG00000024561"	6.84319666666667	6.75447666666667	6.92075333333333	6.81326
