"gWAT_M02(r1)"	"gWAT_M02(r2)"	"BAT_M02(r1)"	"BAT_M02(r2)"
"ENSMUSG00000024791"	5.44897	4.50236	3.104075	3.00383
"ENSMUSG00000024792"	8.38242	8.74324	7.78948	8.00098
"ENSMUSG00000024793"	4.83799	4.18154	5.77569	5.8615
"ENSMUSG00000024795"	5.10219	4.323715	3.83441	4.03918
"ENSMUSG00000024797"	6.90839333333333	6.85261666666667	6.39666	6.65369666666667
"ENSMUSG00000024798"	2.965265	3.01866	2.730025	2.96474
"ENSMUSG00000024799"	8.044825	8.27076	7.94716	8.337505
"ENSMUSG00000024800"	9.342	9.47803	9.27776	9.40691
"ENSMUSG00000024803"	2.78241	2.636115	2.71427	2.483915
"ENSMUSG00000024805"	8.21673	8.31915	8.79601	8.57554
"ENSMUSG00000024806"	3.03201	3.2243	3.20923	2.98909
"ENSMUSG00000024807"	8.409185	8.72129	7.923535	7.881285
"ENSMUSG00000024810"	5.45543	5.08013	3.26112	3.22115
"ENSMUSG00000024811"	7.95077	7.78308666666667	8.37004333333333	7.90804333333333
"ENSMUSG00000024812"	8.0457225	7.3927225	8.52057	8.1820875
"ENSMUSG00000024815"	2.54667	2.23249	2.01322	2.45598
"ENSMUSG00000024816"	8.07485	7.79894	7.85701	7.7068
"ENSMUSG00000024817"	7.27784	6.56573	7.22494	6.72814
"ENSMUSG00000024818"	7.74244	7.32086	6.99045	6.57246
"ENSMUSG00000024824"	7.96994	8.3298	7.84671	7.79114
"ENSMUSG00000024826"	7.513655	7.49275	8.65288	8.01334
"ENSMUSG00000024827"	6.32035	4.80956	5.26118	6.12111
"ENSMUSG00000024829"	6.8868	6.899425	7.148705	7.16548
"ENSMUSG00000024830"	7.4665	7.92616	7.29369	7.57811
"ENSMUSG00000024831"	5.22429	5.61896	5.062475	5.33598
"ENSMUSG00000024833"	7.0529	6.80419	8.80958	8.13794
"ENSMUSG00000024835"	10.92149	10.84666	10.57477	10.36548
"ENSMUSG00000024837"	3.31369	3.52753	3.76663	3.51607
"ENSMUSG00000024841"	8.93867	9.05992	9.66347	9.750245
"ENSMUSG00000024842"	4.568115	5.56942	3.97992	3.929915
"ENSMUSG00000024843"	5.35662	5.35612333333333	5.15220333333333	5.25637333333333
"ENSMUSG00000024844"	8.88510666666667	8.94568333333333	9.12575333333333	9.35631666666667
"ENSMUSG00000024845"	10.13729	10.635935	10.177215	10.20126
"ENSMUSG00000024846"	4.62235	4.00405	4.00405	3.8564
"ENSMUSG00000024847"	10.69027	10.80153	10.53532	10.64477
"ENSMUSG00000024851"	7.65449	7.66106	7.63228	7.37716
"ENSMUSG00000024853"	9.354146	9.224906	9.670542	9.518334
"ENSMUSG00000024854"	10.50513	10.68815	9.08781	9.92261
"ENSMUSG00000024855"	8.05756	8.51268	8.64539	8.21197
"ENSMUSG00000024856"	7.831985	7.8071	7.31841	7.659925
"ENSMUSG00000024857"	5.12886	5.30636	4.33899	4.74203
"ENSMUSG00000024858"	8.90014	8.5654	8.618375	8.53309
"ENSMUSG00000024862"	5.92725	6.34637	7.17654	7.10131
"ENSMUSG00000024863"	2.45689	2.27372	1.89938	2.47289
"ENSMUSG00000024866"	8.49169	8.81105	8.98999	9.01369
"ENSMUSG00000024867"	4.05455333333333	3.38284666666667	3.21964	3.15215666666667
"ENSMUSG00000024868"	2.32808	2.24122	2.27755	2.22074
"ENSMUSG00000024869"	6.37699	6.607705	7.18954	7.19315
"ENSMUSG00000024870"	9.39895	9.76824	9.28228	9.3057
"ENSMUSG00000024871"	4.2267	4.22678	5.13103	4.96035
"ENSMUSG00000024873"	4.78087	5.28409	4.8014	4.64263
"ENSMUSG00000024875"	11.06071	11.22391	10.867505	10.920645
"ENSMUSG00000024878"	9.28119	9.37452	9.34896	9.53518
"ENSMUSG00000024883"	4.49122	3.71929	5.24545	5.45567
"ENSMUSG00000024885"	8.55436	7.79316	5.25129	5.30851
"ENSMUSG00000024887"	8.351065	8.49936	8.552815	8.509365
"ENSMUSG00000024889"	8.66124	8.66204	8.81563	8.89147
"ENSMUSG00000024891"	5.49608	5.77042	5.8299	6.16748
"ENSMUSG00000024892"	8.93488	9.340162	8.319776	9.315456
"ENSMUSG00000024896"	8.90818	8.78221	8.16514	8.05193
"ENSMUSG00000024897"	6.982475	7.1251	6.13805	6.10048
"ENSMUSG00000024899"	8.77922333333333	8.94052	8.6689	8.74695666666667
"ENSMUSG00000024900"	9.60993666666667	9.32444	8.60356	8.34099666666667
"ENSMUSG00000024902"	11.43001	11.5915333333333	11.43132	11.5288
"ENSMUSG00000024903"	3.02268	3.14347	3.10648	3.3848
"ENSMUSG00000024905"	4.55786666666667	4.32798333333333	3.86764333333333	3.80671666666667
"ENSMUSG00000024906"	6.447135	6.71092	6.97136	6.924725
"ENSMUSG00000024907"	4.66069	4.30568	4.07189	4.41633
"ENSMUSG00000024908"	10.42693	10.61267	10.54859	10.60819
"ENSMUSG00000024909"	8.46268	9.39072	7.88231	8.40745
"ENSMUSG00000024910"	3.4049	3.33811	2.81347	3.9113
"ENSMUSG00000024911"	10.11482	10.25189	10.19922	10.10077
"ENSMUSG00000024912"	4.50642	4.08137	3.19847	3.198855
"ENSMUSG00000024913"	7.31221	7.76754	8.02836	7.75352
"ENSMUSG00000024914"	10.34282	10.80247	10.85247	10.66962
"ENSMUSG00000024921"	9.86057	10.32545	9.63695	9.601235
"ENSMUSG00000024922"	3.738225	3.59351	3.723895	3.789065
"ENSMUSG00000024924"	9.94509833333333	9.82940166666667	10.0374	9.83838666666667
"ENSMUSG00000024925"	8.87635	9.00216	8.833425	8.960175
"ENSMUSG00000024926"	8.688395	8.57691	9.136795	8.847085
"ENSMUSG00000024927"	9.34709	9.2962	9.35496	9.21888
"ENSMUSG00000024935"	5.30609666666667	4.89286666666667	6.9877	6.37706666666667
"ENSMUSG00000024936"	3.76996	3.76996	3.6199	4.05317
"ENSMUSG00000024937"	9.64848	9.744445	9.530375	9.555935
"ENSMUSG00000024939"	10.58565	10.61322	10.12609	10.15385
"ENSMUSG00000024940"	11.23165	11.62798	10.78113	10.85317
"ENSMUSG00000024941"	9.08414333333333	9.32444333333333	9.41801666666667	9.25919
"ENSMUSG00000024942"	7.139495	7.16114	6.274545	6.4049
"ENSMUSG00000024943"	7.804065	7.970765	7.93268	7.773615
"ENSMUSG00000024944"	6.76901	7.24983	6.652725	7.08614
"ENSMUSG00000024947"	6.83151	7.20565	7.37246	7.180235
"ENSMUSG00000024948"	5.46606333333333	5.49644333333333	7.21896333333333	6.89660666666667
"ENSMUSG00000024949"	9.8599225	9.8168525	9.8089825	9.67888
"ENSMUSG00000024952"	9.83655	9.97367	9.34146	9.48882
"ENSMUSG00000024953"	12.27852	12.26351	12.09555	11.96121
"ENSMUSG00000024955"	7.10613	7.60885	8.47067	8.58183
"ENSMUSG00000024957"	2.96468	2.80773	3.20528	3.25025
"ENSMUSG00000024958"	8.37525	8.74269	9.18035	9.21888
"ENSMUSG00000024959"	9.793545	10.14311	9.28569	9.65419
"ENSMUSG00000024960"	9.44736	9.72975	10.10248	9.71749
"ENSMUSG00000024962"	10.03786	10.32324	10.52441	10.41975
"ENSMUSG00000024963"	10.4314	10.71206	10.36377	10.7235
"ENSMUSG00000024965"	9.64736333333333	7.64300333333333	6.51590666666667	6.38783
"ENSMUSG00000024966"	9.69833	10.08426	9.83405	9.64299
"ENSMUSG00000024968"	6.68329	7.40536	6.58839	6.18346
"ENSMUSG00000024969"	7.88386333333333	8.03585333333333	8.01304	7.84893333333333
"ENSMUSG00000024970"	4.72744	5.041285	5.38897	5.452455
"ENSMUSG00000024972"	9.4984	9.81445	8.890915	9.393095
"ENSMUSG00000024973"	4.36648	4.831915	4.530075	4.81809
"ENSMUSG00000024974"	6.968525	7.083725	7.23596	7.1667
"ENSMUSG00000024975"	12.02572	12.01472	12.01385	11.96084
"ENSMUSG00000024976"	7.70752	7.569305	8.048605	7.90715
"ENSMUSG00000024978"	5.91006	6.88326	6.03633	6.88426
"ENSMUSG00000024979"	3.64087	4.26196	4.2536	4.32797
"ENSMUSG00000024981"	11.44152	10.96239	12.0252	12.47899
"ENSMUSG00000024982"	9.3133	9.38261	9.17564	9.23824
"ENSMUSG00000024983"	7.649205	7.764455	7.57157	7.82887
"ENSMUSG00000024985"	7.94205	8.139	7.0036025	7.399
"ENSMUSG00000024986"	9.29312	7.51232	10.01843	9.01797
"ENSMUSG00000024987"	3.24195	3.24195	4.6194	4.03003
"ENSMUSG00000024989"	5.506535	4.56953	3.79598	3.73344
"ENSMUSG00000024990"	12.37681	12.74504	11.04745	11.8141
"ENSMUSG00000024991"	10.4015	10.4311775	10.08202	10.136805
"ENSMUSG00000024992"	3.72504	3.49623	3.1881	3.68961
"ENSMUSG00000024993"	8.78752	9.01446	8.31868	8.60424
"ENSMUSG00000024997"	11.27182	11.32366	12.16597	12.17325
"ENSMUSG00000024998"	8.32741	8.88122	8.13075	7.61574
"ENSMUSG00000024999"	7.82642	7.91577	7.17496	7.331345
"ENSMUSG00000025001"	4.41066666666667	3.89064333333333	3.96742	3.8084
"ENSMUSG00000025002"	2.33193	2.44155	2.57725	2.7146
"ENSMUSG00000025003"	2.21855	2.33226	2.14147	2.34158
"ENSMUSG00000025004"	3.30237	3.30237	3.31482	3.28992
"ENSMUSG00000025006"	10.5737733333333	10.6847966666667	9.71841333333333	10.4275066666667
"ENSMUSG00000025007"	6.5729225	5.7271325	5.06835	4.5672225
"ENSMUSG00000025008"	6.166335	6.40547	5.550325	5.32257
"ENSMUSG00000025010"	7.27305	7.39329	7.23495	7.46817
"ENSMUSG00000025014"	3.86956	3.86956	3.78579	4.12372
"ENSMUSG00000025016"	9.542595	9.511485	9.0163075	9.362305
"ENSMUSG00000025017"	6.88327	5.24755	4.53275	4.63417
"ENSMUSG00000025019"	5.88465	5.98652	5.905475	6.11152
"ENSMUSG00000025020"	4.63248	4.89906	4.6455	4.83503
"ENSMUSG00000025024"	9.62751	9.36591	9.55318	9.363535
"ENSMUSG00000025025"	8.34396	8.18287	8.56546	9.02177
"ENSMUSG00000025026"	8.07981666666667	7.63472	8.93678666666667	8.77310666666667
"ENSMUSG00000025027"	9.94197	10.35223	9.8691	9.7161
"ENSMUSG00000025034"	8.1154	7.98463	7.54116	7.71675
"ENSMUSG00000025035"	10.90856	11.03794	10.8661	10.79125
"ENSMUSG00000025036"	6.3035	6.6293375	5.350375	5.5237425
"ENSMUSG00000025037"	8.3953	8.63091	7.355335	7.53408
"ENSMUSG00000025038"	3.32774	3.47127	3.36592	3.72167
"ENSMUSG00000025040"	9.0429	8.92003	8.94490666666667	9.17418333333333
"ENSMUSG00000025041"	7.96135	8.2482975	7.42156	7.4207175
"ENSMUSG00000025043"	2.38991	2.52316	2.377	2.78159
"ENSMUSG00000025044"	8.00622	6.244745	4.764285	4.45291
"ENSMUSG00000025047"	7.44632	7.60819	7.62754	7.52802
"ENSMUSG00000025049"	7.98517	7.69092	8.72692	8.50072
"ENSMUSG00000025050"	4.97046	4.848685	4.634175	4.92699
"ENSMUSG00000025051"	2.00769	1.9257	2.00769	2.26873
"ENSMUSG00000025056"	2.92138	2.80775	3.94983	3.72641
"ENSMUSG00000025058"	5.8516	4.3387	3.35987	3.20423
"ENSMUSG00000025059"	5.11815	5.06753	7.10013333333333	6.46751
"ENSMUSG00000025060"	8.6967	8.5316675	8.7867225	8.5984775
"ENSMUSG00000025064"	2.56706	2.61086	2.45315	2.48913
"ENSMUSG00000025066"	11.3298	11.1189	10.84707	10.96582
"ENSMUSG00000025068"	10.696485	10.351835	10.64792	10.460395
"ENSMUSG00000025069"	5.62802	5.99331	7.36341	7.46562
"ENSMUSG00000025075"	3.181085	3.235925	3.258	3.28751
"ENSMUSG00000025076"	9.457665	9.347355	9.569955	9.548425
"ENSMUSG00000025077"	5.43539	5.68401333333333	5.57515333333333	5.70959333333333
"ENSMUSG00000025078"	8.46651	8.880765	8.739305	8.42249
"ENSMUSG00000025081"	3.12065	2.88532	2.76489	3.04811
"ENSMUSG00000025082"	2.88883	3.11436	2.7921	2.95804
"ENSMUSG00000025083"	5.303925	4.47754	4.482385	4.59752
"ENSMUSG00000025085"	7.621455	7.6142625	8.5710875	8.2872725
"ENSMUSG00000025086"	5.40477	5.790985	6.070585	5.618765
"ENSMUSG00000025089"	3.73303666666667	3.52543	3.21993	3.15058666666667
"ENSMUSG00000025090"	2.31014	2.63097	2.29007	2.3359
"ENSMUSG00000025091"	3.55379	3.56149	3.21436	2.99306
"ENSMUSG00000025092"	7.83260666666667	8.28268333333333	6.7819	6.95963666666667
"ENSMUSG00000025094"	4.54491	4.51725	3.97106	5.08319
"ENSMUSG00000025102"	9.36521	9.53291	8.28706	8.96916
"ENSMUSG00000025103"	11.38762	11.42099	11.9897	11.92347
"ENSMUSG00000025104"	6.50822333333333	6.35449666666667	7.46737666666667	6.99964
"ENSMUSG00000025105"	6.93865	6.04646	2.3007	2.50774
"ENSMUSG00000025127"	4.91406	4.8832	4.72282	4.79222
"ENSMUSG00000025128"	3.17566	2.74082	3.12481	3.25609
"ENSMUSG00000025129"	3.09511	3.01804	3.57724	2.3616
"ENSMUSG00000025130"	12.45487	12.55871	11.79943	11.83332
"ENSMUSG00000025132"	10.95245	10.80621	10.37052	10.18724
"ENSMUSG00000025133"	10.30422	10.56944	10.31431	10.15414
"ENSMUSG00000025134"	7.36360333333333	7.16254666666667	7.25051666666667	7.13604
"ENSMUSG00000025135"	6.18677333333333	6.16592666666667	6.60869	6.40811666666667
"ENSMUSG00000025137"	9.40845	9.8557	10.39031	10.7527
"ENSMUSG00000025138"	8.87797	8.52463	8.86367	8.59265
"ENSMUSG00000025139"	8.586175	8.702345	7.833475	8.393695
"ENSMUSG00000025140"	7.02164	7.43781	3.83697	4.11571
"ENSMUSG00000025141"	3.32695	3.599485	3.056385	3.06227
"ENSMUSG00000025142"	8.59969	8.99439	8.25406	8.31591
"ENSMUSG00000025144"	10.65093	10.67569	9.98254	10.28985
"ENSMUSG00000025145"	8.45258	8.36959	8.40872	8.4785
"ENSMUSG00000025147"	7.1384	7.62411	7.27371	7.26181
"ENSMUSG00000025150"	9.93096	9.51492	6.52758	7.42287
"ENSMUSG00000025151"	10.6301	10.93095	9.77948	9.89244
"ENSMUSG00000025153"	12.19929	12.81308	13.30146	13.31582
"ENSMUSG00000025154"	6.32068	4.852865	5.200335	5.207715
"ENSMUSG00000025155"	9.12237	9.456365	9.7102	9.52217
"ENSMUSG00000025156"	9.70781	10.07273	9.80083	9.64395
"ENSMUSG00000025157"	8.82038	8.99197	8.78533	8.8313
"ENSMUSG00000025158"	8.59836	8.948575	8.575165	8.557275
"ENSMUSG00000025159"	7.93913	7.976155	7.560685	7.4941
"ENSMUSG00000025161"	6.55753	5.29046	4.98902	4.97311
"ENSMUSG00000025162"	9.989462	10.050008	9.815244	9.834948
"ENSMUSG00000025163"	3.42836	3.36276	3.07564	3.24763
"ENSMUSG00000025165"	2.66731	2.39186	2.38797	2.47186
"ENSMUSG00000025169"	8.93051	9.37722	8.60389	8.82809
"ENSMUSG00000025170"	5.68774	6.04529	5.472095	5.802515
"ENSMUSG00000025171"	7.73119	7.42883	6.24991	6.45456
"ENSMUSG00000025172"	3.94912	4.1897	5.20502	4.31283
"ENSMUSG00000025173"	9.66267	9.80825	10.12558	9.64709
"ENSMUSG00000025175"	4.04968	5.266995	6.14666	6.604625
"ENSMUSG00000025176"	5.909175	6.3089	5.580945	5.769655
"ENSMUSG00000025178"	8.572655	8.3059	8.060325	7.850655
"ENSMUSG00000025184"	6.581105	6.599555	6.518635	6.431165
"ENSMUSG00000025185"	5.458715	6.001315	4.23939	4.601845
"ENSMUSG00000025188"	5.81929	6.01263666666667	4.87249666666667	4.88239666666667
"ENSMUSG00000025189"	2.49587333333333	2.61108666666667	2.50799333333333	2.59081666666667
"ENSMUSG00000025190"	8.41156	6.89215	8.13688	8.96162
"ENSMUSG00000025192"	7.00715	6.8589725	5.6329725	5.67564
"ENSMUSG00000025193"	7.71243	8.09479	8.32762	8.1498
"ENSMUSG00000025194"	3.3481	3.17897	3.02849	2.86179
"ENSMUSG00000025195"	3.98175	4.44908	3.67266	4.33742
"ENSMUSG00000025196"	2.92682	3.074855	3.03737	3.085375
"ENSMUSG00000025197"	8.08443	7.32086	4.62294	3.73984
"ENSMUSG00000025198"	6.350595	6.361155	6.44147	6.20497
"ENSMUSG00000025199"	8.33101666666667	8.45453	8.27565	8.44902666666667
"ENSMUSG00000025200"	6.70937666666667	7.03987	6.63275333333333	6.84252
"ENSMUSG00000025201"	8.73746	8.56723	8.5841	8.69032
"ENSMUSG00000025202"	2.966225	3.36688	3.144655	3.66997
"ENSMUSG00000025203"	10.3791166666667	10.8470166666667	9.33928	11.0177733333333
"ENSMUSG00000025204"	10.412485	10.77493	11.12646	11.300255
"ENSMUSG00000025207"	4.93699	5.69058	6.13713	5.38396
"ENSMUSG00000025208"	9.79011	9.96556	10.23616	10.34955
"ENSMUSG00000025209"	8.87239	9.29734	9.79422	9.8427
"ENSMUSG00000025212"	11.13982	10.12138	10.05594	9.86603
"ENSMUSG00000025213"	6.56477	6.73633	8.05388	8.34212
"ENSMUSG00000025215"	4.26577	4.3418	4.08324	4.13995
"ENSMUSG00000025216"	3.72077	3.59018	3.480905	3.57113
"ENSMUSG00000025217"	5.85757333333333	6.22284	6.11996	6.23966
"ENSMUSG00000025218"	6.47844	6.96705	6.84431	6.9359
"ENSMUSG00000025219"	3.69342	3.93857	3.36447	3.79188
"ENSMUSG00000025220"	9.2163225	8.9673125	9.143345	9.09342
"ENSMUSG00000025221"	3.19343	3.03874	2.88986	2.77734
"ENSMUSG00000025223"	8.74074	9.21703	8.62139	8.38377
"ENSMUSG00000025224"	7.21801	7.68789	7.5429	7.13655666666667
"ENSMUSG00000025225"	7.296915	7.27594	7.24604	7.05024
"ENSMUSG00000025226"	5.90108	6.25384	6.03855	6.1621
"ENSMUSG00000025227"	7.34748	7.318135	6.71777	6.980845
"ENSMUSG00000025228"	12.2367	12.29738	12.02623	12.14239
"ENSMUSG00000025229"	3.50223	3.25599	3.41774	3.1688
"ENSMUSG00000025231"	5.89762666666667	6.46485666666667	5.11131666666667	5.25667666666667
"ENSMUSG00000025232"	12.36963	11.52765	10.68734	10.64758
"ENSMUSG00000025234"	8.015045	7.75703	8.023775	8.12197
"ENSMUSG00000025235"	7.09464	7.34743333333333	6.93841	6.87935666666667
"ENSMUSG00000025236"	9.5032	9.91947	8.84217	9.13915
"ENSMUSG00000025237"	6.865915	7.095015	7.650385	7.83464
"ENSMUSG00000025239"	9.182295	9.145635	9.05915	8.883725
"ENSMUSG00000025240"	11.76433	11.82175	11.81462	11.88895
"ENSMUSG00000025241"	7.68	8.009375	8.04095	8.032295
"ENSMUSG00000025243"	2.6251	2.46173	2.50709	2.714245
"ENSMUSG00000025245"	7.4013025	7.5119775	7.378935	7.69961
"ENSMUSG00000025246"	9.41722666666667	9.81714333333333	8.45918	8.67998333333333
"ENSMUSG00000025255"	4.7647	6.16874	8.029015	8.012495
"ENSMUSG00000025257"	6.14206	6.40379	6.43043	6.48798
"ENSMUSG00000025260"	11.356355	11.649935	11.59928	11.71191
"ENSMUSG00000025261"	5.732824	5.80075	5.78252	5.82707
"ENSMUSG00000025262"	5.29222	5.75852	4.975515	5.287665
"ENSMUSG00000025264"	7.34236	7.78442	6.94685	7.00143
"ENSMUSG00000025265"	5.8638	6.436365	5.916335	5.911665
"ENSMUSG00000025266"	8.59575	8.62124	8.18966	8.3624
"ENSMUSG00000025268"	7.87886	8.1691	7.8458	7.68041
"ENSMUSG00000025269"	5.00307	5.156595	4.864085	4.81266
"ENSMUSG00000025270"	5.32782	4.23784	7.32923	7.33771
"ENSMUSG00000025271"	9.73619	10.3319	9.26097	9.74506
"ENSMUSG00000025272"	4.27299	4.453405	4.17884	4.15963
"ENSMUSG00000025277"	8.515855	9.102195	9.546815	9.82084
"ENSMUSG00000025278"	6.254265	5.747375	7.61755	7.207595
"ENSMUSG00000025279"	3.78324	4.782425	2.965075	3.605455
"ENSMUSG00000025280"	7.42105	7.652235	7.98562	7.64321
"ENSMUSG00000025283"	11.52878	10.74576	11.17903	11.01268
"ENSMUSG00000025287"	11.18718	11.17748	11.339825	11.1913
"ENSMUSG00000025288"	3.1903	3.09354	3.09016	3.42049
"ENSMUSG00000025289"	8.26538333333333	8.04293	7.62997666666667	7.51978333333333
"ENSMUSG00000025290"	11.477124	11.521212	11.744404	11.65584
"ENSMUSG00000025314"	6.13052	5.2564525	4.414965	4.2400925
"ENSMUSG00000025316"	6.11954	6.07447	6.37733	6.42008
"ENSMUSG00000025317"	3.23035	2.64316	2.66251	2.95746
"ENSMUSG00000025318"	3.797235	4.073245	3.046675	3.444855
"ENSMUSG00000025321"	3.0228	2.20957	2.15951	2.40246
"ENSMUSG00000025323"	4.57833	4.32902	5.7589	5.19323
"ENSMUSG00000025324"	8.81956	9.53355333333333	7.67411666666667	8.21059333333333
"ENSMUSG00000025326"	6.98046	7.037145	7.26124125	7.2526825
"ENSMUSG00000025328"	3.67619	3.49875	2.85032	2.56414
"ENSMUSG00000025329"	3.15607	3.31032	3.34861	3.88065
"ENSMUSG00000025330"	4.19496	4.31868	3.05588	3.25467
"ENSMUSG00000025332"	6.13134	6.29928833333333	6.34306833333333	6.39566833333333
"ENSMUSG00000025333"	2.35438	2.17995	2.15452	2.13694
"ENSMUSG00000025337"	9.78607	9.82678	9.24316	9.48029
"ENSMUSG00000025340"	9.17021666666667	9.26925	8.94901333333333	9.07398333333333
"ENSMUSG00000025347"	7.92452	8.39575	3.91597	4.93634
"ENSMUSG00000025348"	9.12368	9.8949	7.79407	7.94725
"ENSMUSG00000025350"	8.7939	9.02097	8.41005	8.43624
"ENSMUSG00000025353"	9.74266	9.62184	8.52458	8.84503
"ENSMUSG00000025354"	8.57669	8.59731	8.38523333333333	8.41265
"ENSMUSG00000025355"	9.210615	8.79773	7.638545	8.339495
"ENSMUSG00000025357"	7.52775	7.3578	9.21865	8.75203
"ENSMUSG00000025358"	7.57202	7.49956	8.04478	7.8679
"ENSMUSG00000025359"	4.24991	4.7534	4.30516	4.69635
"ENSMUSG00000025362"	12.43349	12.28848	11.90886	12.0378
"ENSMUSG00000025364"	9.7478675	9.826675	9.7198075	9.69263
"ENSMUSG00000025366"	11.13025	11.47356	10.2291	10.04935
"ENSMUSG00000025369"	10.6955	10.76476	10.71328	10.48781
"ENSMUSG00000025370"	2.65304	3.02383	5.47342	3.26158
"ENSMUSG00000025371"	8.05193	8.29753	8.34557	8.14604
"ENSMUSG00000025372"	6.91087	7.133305	5.367345	5.7320575
"ENSMUSG00000025373"	7.061665	7.31331	6.75219	7.0129475
"ENSMUSG00000025374"	9.91117	10.2412	10.03027	10.13245
"ENSMUSG00000025375"	6.9215	7.4186	6.77674	7.2027
"ENSMUSG00000025377"	6.65198	6.58877	7.20844	6.51384
"ENSMUSG00000025380"	3.9888	3.74682	3.39919	3.53696
"ENSMUSG00000025381"	11.168995	11.217785	11.092055	11.23025
"ENSMUSG00000025383"	3.32704	3.3329	3.2192	3.20767
"ENSMUSG00000025384"	5.06705	5.266165	5.713175	5.028035
"ENSMUSG00000025386"	3.682925	3.818875	3.98466	4.167685
"ENSMUSG00000025389"	2.656225	2.708135	2.561165	2.52125
"ENSMUSG00000025393"	12.88366	12.94728	13.44708	13.38996
"ENSMUSG00000025395"	8.256815	7.699485	8.10269	8.479425
"ENSMUSG00000025396"	2.5585	2.82545	2.47944	2.92157
"ENSMUSG00000025400"	3.11312	3.19077	2.77662	3.60278
"ENSMUSG00000025401"	3.08928	3.35823	3.46139	3.56013
"ENSMUSG00000025402"	7.59743	7.01269	7.43215	6.75572
"ENSMUSG00000025403"	7.87646	8.002605	8.04673	7.731065
"ENSMUSG00000025404"	9.9006	9.95589	10.4436	10.15146
"ENSMUSG00000025405"	2.66596	3.00814	2.75017	2.57892
"ENSMUSG00000025407"	3.58175	3.57318	3.20091	3.20616
"ENSMUSG00000025408"	9.75623	9.86504	9.97107	10.22519
"ENSMUSG00000025409"	11.28267	11.25864	11.62623	11.4671
"ENSMUSG00000025410"	11.34531	11.62501	11.33159	11.26928
"ENSMUSG00000025413"	7.701685	8.15771	7.78162	7.934015
"ENSMUSG00000025417"	8.1304	8.47277	7.874095	8.146435
"ENSMUSG00000025418"	3.23146	3.50001	3.40952	4.02376
"ENSMUSG00000025420"	6.670375	6.724345	6.14329	6.32329
"ENSMUSG00000025421"	6.6763375	6.9154125	7.1351525	7.239205
"ENSMUSG00000025423"	8.68797333333333	8.73162666666667	8.86598666666667	8.96109666666667
"ENSMUSG00000025425"	3.4871	3.14862	3.1793	3.71808
"ENSMUSG00000025427"	3.28273666666667	3.45148666666667	4.08834	3.90518
"ENSMUSG00000025428"	12.619675	12.67946	13.24734	13.16691
"ENSMUSG00000025429"	5.29949	4.49539	4.00524	4.94168
"ENSMUSG00000025431"	2.60341	2.6748	1.85474	1.78797
"ENSMUSG00000025432"	3.07439	3.13987	3.65307	3.56299
"ENSMUSG00000025433"	1.78587	1.84252	2.6002	2.505
"ENSMUSG00000025436"	6.15994	6.45678	6.73892	6.90483
"ENSMUSG00000025437"	9.6126	9.76756	9.98808	10.01397
"ENSMUSG00000025439"	8.28719	8.3450975	8.6134	8.4269125
"ENSMUSG00000025451"	6.18154333333333	6.05406333333333	5.87051666666667	6.09200333333333
"ENSMUSG00000025453"	8.45373333333333	8.72840333333333	7.62929666666667	7.80863
"ENSMUSG00000025461"	3.92095	3.391435	3.39214	3.39412
"ENSMUSG00000025464"	9.35745	9.89507	9.64181	9.82609
"ENSMUSG00000025465"	11.26212	11.48521	12.12793	12.29732
"ENSMUSG00000025466"	8.55709	8.94528	10.46166	10.56773
"ENSMUSG00000025467"	3.20193	3.48608	3.18436	3.53589
"ENSMUSG00000025468"	4.20833	4.15614	3.70671	3.60829
"ENSMUSG00000025469"	3.48622	3.69533	3.63307	3.8487
"ENSMUSG00000025470"	7.90689	7.68073	8.2868	8.15181
"ENSMUSG00000025473"	10.5516	7.53609	7.0142	5.43474
"ENSMUSG00000025474"	8.53194	8.39424	7.97228	7.84393
"ENSMUSG00000025475"	2.98116	2.99623	3.28367	3.39772
"ENSMUSG00000025477"	10.4191	11.02856	10.60393	10.51643
"ENSMUSG00000025478"	3.76045333333333	3.91781666666667	3.89317666666667	3.69225666666667
"ENSMUSG00000025479"	12.38542	13.14555	10.88736	12.19756
"ENSMUSG00000025480"	4.12271	3.93475	3.57736	3.80351
"ENSMUSG00000025481"	3.718145	3.63687	3.65662	3.67014
"ENSMUSG00000025482"	3.88903	4.137295	4.086575	4.01995
"ENSMUSG00000025484"	8.015025	8.439705	8.24209	8.3071875
"ENSMUSG00000025485"	9.937135	9.857195	9.8486	9.655145
"ENSMUSG00000025486"	9.41507	9.75149	11.32521	11.21668
"ENSMUSG00000025487"	9.78562	10.02885	9.408345	9.581945
"ENSMUSG00000025488"	10.34557	9.5747	13.19458	13.26034
"ENSMUSG00000025489"	3.0879	2.85032	3.1657	3.34036
"ENSMUSG00000025491"	6.96739	5.98596	5.3367	5.10673
"ENSMUSG00000025492"	12.32544	11.75619	12.5183	12.42319
