"BAT_M09(r1)"	"BAT_M09(r2)"	"BAT_M09(r3)"	"eWAT_M09(r1)"	"eWAT_M09(r2)"	"eWAT_M09(r3)"	"pvWAT_M09(r1)"	"pvWAT_M09(r2)"	"pvWAT_M09(r3)"	"iWAT_M09(r1)"	"iWAT_M09(r2)"	"iWAT_M09(r3)"
"ENSMUSG00000079707"	7.4449	7.594695	7.417445	7.54499	7.55825	7.531645	7.57716	7.4468	7.44264	7.591245	7.687545	7.60308
"ENSMUSG00000079710"	7.4449	7.594695	7.417445	7.54499	7.55825	7.531645	7.57716	7.4468	7.44264	7.591245	7.687545	7.60308
"ENSMUSG00000079741"	6.38055	6.21762	6.67287	6.1645	6.35413	6.2259	6.53584	6.14008	6.19882	6.30845	6.32286	6.32376
"ENSMUSG00000079764"	8.79849555555556	9.33132888888889	9.22122555555556	9.24771666666667	9.72293555555555	9.95855666666667	9.37547	9.21755333333333	9.72805777777778	9.11062555555556	9.67920777777778	9.51125
"ENSMUSG00000079800"	7.02249	6.68372	6.743085	6.73464	6.682605	6.68969	6.85304	7.30533	7.1494	7.619085	7.92242	8.22447
"ENSMUSG00000079808"	7.6367	7.763444	7.842116	8.207906	8.303762	8.47522	8.301734	8.890142	8.306544	9.29672	9.908348	10.16828
"ENSMUSG00000079834"	9.21478	8.87706	9.04993	8.50291	8.19599	8.45039	8.89437	8.79467	8.9272	8.08492	7.99483	7.82711
"ENSMUSG00000079842"	7.44839	7.52815	7.41689	7.37821	7.44421	7.4395	7.8699	7.4062	7.41648	7.47184	7.3735	7.32366
"ENSMUSG00000079845"	6.34731666666667	6.61632333333333	7.19786	6.79032333333333	6.71006333333333	7.30233333333333	6.89901	7.24146	7.29465666666667	7.88666333333333	7.91947	8.49169333333333
"ENSMUSG00000079852"	4.5397	4.27114	4.333065	4.59802	4.31418	4.65478	4.4605	4.450135	4.293515	4.873785	4.98134	4.919085
"ENSMUSG00000079853"	4.5397	4.27114	4.333065	4.59802	4.31418	4.65478	4.4605	4.450135	4.293515	4.873785	4.98134	4.919085
"ENSMUSG00000079875"	5.18298	5.36654	5.20342	5.17047	4.94198	5.11817	5.3331	5.30944	5.15887	4.96804	5.10108	5.04165
"ENSMUSG00000079884"	11.8222866666667	12.0755666666667	12.05568	12.0437766666667	12.03799	11.7924833333333	11.8469166666667	11.9552233333333	11.9794633333333	11.9117366666667	11.9806633333333	11.75846
"ENSMUSG00000079889"	12.120935	12.101105	11.947345	12.43828	12.665245	12.454755	12.109325	12.14041	11.994125	12.376255	12.56192	12.24255
"ENSMUSG00000079941"	12.44898	12.602335	12.614805	11.620415	11.380975	11.25034	12.73121	12.68517	12.67596	11.25601	11.24383	11.120055
"ENSMUSG00000079942"	12.327674	12.3453	12.102016	12.293072	12.553242	12.246904	12.549298	12.681192	12.468682	12.635384	12.736472	12.697906
"ENSMUSG00000079962"	8.38028	9.51042	9.1937	9.26759	8.90097	8.67779	8.69133	8.88366	8.40375	9.0134	9.33147	9.2056
"ENSMUSG00000079965"	11.2370509090909	11.1961836363636	11.0329263636364	11.31754	11.1031581818182	10.9075127272727	11.3243672727273	11.2206409090909	11.1021009090909	11.3911009090909	11.3737118181818	11.4822581818182
"ENSMUSG00000079966"	7.38613	7.35142	7.62802	7.29422	7.45637	7.31435	7.50043	7.16396	7.22392	7.28201	7.2683	7.29968
"ENSMUSG00000079993"	7.66868	7.76857	7.72995	7.57825	7.72251	7.61228	7.58143	7.64131	7.66399	7.73288	7.71209	7.70388
"ENSMUSG00000080002"	10.2806	10.37246	10.55829	10.41897	9.89452	9.91507	10.3986	10.2462	10.46624	10.07301	10.04582	10.04007
"ENSMUSG00000080006"	8.9584125	8.9868775	9.0754425	9.3260975	8.7552175	8.74317	9.36776	9.065325	9.007285	9.2252125	9.2005625	9.43911
"ENSMUSG00000080021"	11.6199966666667	11.4811983333333	11.6012583333333	12.0721633333333	11.9081766666667	11.6329666666667	11.6057916666667	11.4799983333333	11.614455	11.71713	11.5876133333333	11.5984983333333
"ENSMUSG00000080054"	11.7295714285714	11.6527585714286	11.4668242857143	12.25387	12.1824171428571	11.9408742857143	11.7904414285714	12.02316	11.7637228571429	12.6342042857143	12.6832357142857	12.7860414285714
"ENSMUSG00000080057"	7.178515	7.144955	7.112615	6.94378	7.293275	7.27836	7.1988	7.42178	7.39829	7.25347	7.316955	7.39118
"ENSMUSG00000080059"	8.8850675	8.88861	9.000715	9.178065	8.6884925	8.634085	9.2280725	8.9438775	8.9003575	9.1498925	9.109475	9.373
"ENSMUSG00000080072"	6.37909625	6.66822125	6.668025	6.1907475	6.329545	6.20627125	6.3168225	6.07853125	6.56607375	6.2414875	6.28582375	6.254655
"ENSMUSG00000080073"	6.63485666666667	6.87853111111111	6.91145444444444	6.44104777777778	6.57964888888889	6.45339222222222	6.59777555555556	6.32709	6.77874111111111	6.50447	6.53350333333333	6.52404555555556
"ENSMUSG00000080076"	11.2127172727273	10.8033418181818	10.8734427272727	11.2879872727273	11.0629609090909	11.0749081818182	11.0044427272727	11.1866963636364	10.9356318181818	11.8677063636364	12.0055490909091	12.2104263636364
"ENSMUSG00000080078"	7.51647	7.46307	7.42525	7.44551	7.4464	7.484005	7.508815	7.36827	7.32064	7.567745	7.527575	7.543125
"ENSMUSG00000080115"	7.3794	7.38742	7.39454	7.22656	7.33053	7.24552	7.70563	7.09951	7.00791	7.2844	7.40313	7.44457
"ENSMUSG00000080152"	8.66451	8.39622	8.47767	8.45156	8.34365	8.32809	8.61742	8.232	8.21538	8.71354	8.95916	8.9892
"ENSMUSG00000080198"	11.60101	11.5395	11.3490925	12.080625	12.1998025	11.6800225	11.82357	11.884235	11.73223	12.4777675	12.4372425	12.45209
"ENSMUSG00000080205"	11.6865444444444	11.6252927777778	11.0349188888889	11.8450494444444	12.0074744444444	11.6377727777778	11.8275572222222	11.8170477777778	11.53167	12.2435305555556	12.1289177777778	12.0440544444444
"ENSMUSG00000080223"	8.83556	8.53811	8.32759	10.351	10.26107	10.40777	9.1059	9.90081	9.22568	10.27589	10.78079	10.78136
"ENSMUSG00000080237"	9.60020333333333	9.87956666666667	9.69988333333333	9.61918333333333	9.29078333333333	9.35550333333333	9.58364666666667	9.68129	9.85427	9.45036333333333	9.38996	9.48558666666667
"ENSMUSG00000080241"	5.66501	5.54599	5.83142	5.62853	5.47374	5.6418	5.72424	5.48683	5.68744	5.6462	5.53831	5.59797
"ENSMUSG00000080242"	11.5254033333333	11.5919166666667	11.4738166666667	11.8162433333333	11.5535533333333	11.75151	11.8547966666667	11.85952	11.7475566666667	11.40599	11.5137566666667	11.50551
"ENSMUSG00000080250"	5.01142	4.9959	5.3036	4.86314	5.05304	5.20942	4.92738	5.00294	4.79833	4.90978	5.00159	5.1347
"ENSMUSG00000080254"	9.647625	9.631085	9.54785	9.586035	9.457565	9.67985	9.602045	9.625585	9.884885	9.51481	9.33861	9.497545
"ENSMUSG00000080268"	8.65006	8.36473	8.20244	8.7467	8.7538	8.64175	8.76937	8.48821	8.32736	8.70371	8.71752	8.6449
"ENSMUSG00000080299"	7.35843333333333	7.25632	7.33485	7.09615	7.21836333333333	7.17922666666667	7.15219666666667	7.23959333333333	7.25555333333333	7.16263333333333	7.14062	7.10687666666667
"ENSMUSG00000080300"	6.37909625	6.66822125	6.668025	6.1907475	6.329545	6.20627125	6.3168225	6.07853125	6.56607375	6.2414875	6.28582375	6.254655
"ENSMUSG00000080316"	8.05377	8.11583	8.0596	8.13975	8.45801	8.24779	8.15247	7.662745	7.86787	8.28445	8.178395	8.05765
"ENSMUSG00000080405"	3.92815	3.91517	3.73549	3.85569	3.76816	3.85024	3.89593	3.6374	4.01197	3.99418	3.96477	3.88906
"ENSMUSG00000080411"	8.1042	8.21606	8.15906	8.13943	8.39439	8.15477	8.43041	7.99009	7.93692	8.29869	8.27763	8.15244
"ENSMUSG00000080463"	8.72651	8.48319	8.56507	9.8845	8.73816	8.60014	8.86647	8.66976	8.70537	9.65304	9.43173	10.1855
"ENSMUSG00000080476"	3.92815	3.91517	3.73549	3.85569	3.76816	3.85024	3.89593	3.6374	4.01197	3.99418	3.96477	3.88906
"ENSMUSG00000080486"	9.53220666666667	9.59768166666667	9.39191916666667	10.4377416666667	9.5300575	9.48499916666667	10.0148891666667	9.72264916666667	9.72383	10.0318808333333	9.9237525	10.3091116666667
"ENSMUSG00000080542"	3.22299	2.9746	2.97637	3.0916	2.93196	3.08654	3.07101	3.47095	3.2752	3.17594	2.9612	2.98029
"ENSMUSG00000080558"	5.35195	5.40211	5.45849	4.97671	5.49341	5.22267	5.63145	5.40441	5.27635	5.18097	5.31717	5.03736
"ENSMUSG00000080610"	8.01008	7.75487	7.95986	7.6691	7.50524	7.52582	7.74658	7.63561	7.75305	7.61159	7.58471	8.06674
"ENSMUSG00000080624"	3.92815	3.91517	3.73549	3.85569	3.76816	3.85024	3.89593	3.6374	4.01197	3.99418	3.96477	3.88906
"ENSMUSG00000080653"	5.51145	5.6194	5.56119	4.91666	5.25599	5.3508	5.53314	5.4909	5.59813	5.31101	5.38142	5.33092
"ENSMUSG00000080665"	8.15473	8.31325	8.28581	8.36295	8.1685	8.30417	8.30383	8.0412	8.07365	8.17366	8.18566	8.25065
"ENSMUSG00000080687"	5.39101	5.28515	5.36582	5.35429	5.21222	5.33884	5.55133	4.74678	5.155	5.25832	5.12422	5.05203
"ENSMUSG00000080697"	7.38781	7.33803	7.36526	7.16321	7.35353	7.11675	7.3491	7.3303	7.12976	7.16327	7.3705	7.146
"ENSMUSG00000080704"	6.15674	6.11897	5.93324	5.8907	5.65651	5.68698	5.68807	5.71592	5.62259	5.69637	5.53141	5.51247
"ENSMUSG00000080708"	8.32239	8.26741	8.47534	8.61641	8.94995	8.40952	8.46835	8.31029	8.13417	8.90316	8.56343	8.36414
"ENSMUSG00000080712"	7.58742	7.45456	7.54226	7.63968	7.44316	7.5188	7.57441	7.55124	7.47431	7.57888	7.54871	7.82156
"ENSMUSG00000080713"	9.78264	9.75085	10.122	9.8313	10.10677	9.84518	10.00217	9.7518	9.72084	10.0746	10.04883	9.92328
"ENSMUSG00000080715"	9.8078575	9.7793925	9.824895	9.328795	9.2907	9.1829875	9.385425	9.28274	9.3756475	9.2205675	9.25062	9.04962
"ENSMUSG00000080717"	8.51487	8.76689	8.48465	9.00073	9.09461	8.89444	8.44173	9.06287	8.73751	9.17118	9.35699	9.37011
"ENSMUSG00000080719"	8.61315	8.57945	8.76246	8.51781	8.49021	8.51293	8.53444	8.11741	8.48262	8.49214	8.47486	8.54749
"ENSMUSG00000080725"	5.70547307692308	5.45931692307692	6.30152384615385	5.64924307692308	5.73771769230769	5.47820846153846	6.36995538461538	6.64776307692308	6.45396615384615	5.72209307692308	5.49286769230769	5.53525153846154
"ENSMUSG00000080737"	5.50499	5.56545	5.48761	5.38662	5.43815	5.44256	6.16289	5.47579	5.42191	5.53824	5.49505	5.29996
"ENSMUSG00000080743"	8.90096	8.81156	8.91267	8.15878	8.44198	8.23629	8.85987	8.53054	8.53358	8.2522	8.2883	8.0516
"ENSMUSG00000080746"	8.95792	9.013325	8.743575	8.781185	8.67635	8.527355	8.599405	8.65815	8.57745	8.86678	8.93198	8.878685
"ENSMUSG00000080751"	6.88613	6.36423	6.77698	6.58564	6.46582	6.73242	6.75115	6.45753	6.611	6.75885	6.55742	6.59472
"ENSMUSG00000080759"	7.95418454545455	7.97457818181818	8.08314636363636	8.06495363636364	8.06594545454545	7.94097181818182	8.14707090909091	7.84151363636364	7.84910272727273	7.93356090909091	7.93583818181818	7.81955636363636
"ENSMUSG00000080774"	12.8567	12.85166	12.76642	12.92128	13.07144	12.91506	12.86822	12.99063	12.84093	13.20296	13.2479	13.35079
"ENSMUSG00000080776"	9.6708775	9.634115	9.43906	10.195435	9.6638775	9.73243	9.7256275	9.6237075	9.6490275	10.2223175	9.9844125	10.3032875
"ENSMUSG00000080777"	9.81827	9.95234	9.62247	9.89449	9.46041	9.40461	9.80242	9.88945	9.71832	9.70374	9.38074	9.28998
"ENSMUSG00000080781"	5.302	5.23203	5.19464	5.30104	5.32444	5.29291	5.51685	4.80922	5.26036	5.44106	5.19579	5.11263
"ENSMUSG00000080783"	11.0686725	11.0500175	10.865885	11.1516325	10.9252825	10.7278225	11.14891	11.0385	10.930285	11.224385	11.20784	11.320415
"ENSMUSG00000080792"	5.21450142857143	5.05545428571429	5.54520857142857	5.06649285714286	5.13813142857143	4.65361428571429	5.56686142857143	5.95229285714286	5.75301714285714	5.25997857142857	4.87803428571429	4.77181714285714
"ENSMUSG00000080795"	6.40242	6.50539	6.77911	6.10509	6.22812	6.35773	6.48457	6.07819	6.37469	6.44409	6.34279	6.57953
"ENSMUSG00000080796"	5.0201	5.86132	5.256	5.15409	4.98739	5.09475	5.43446	5.48908	5.0079	4.99729	5.16266	5.10506
"ENSMUSG00000080797"	8.07462	8.09188	8.11766	7.70087	7.97702	8.04082	7.9987	7.85978	7.81917	7.72672	7.88246	7.91764
"ENSMUSG00000080798"	6.39899	6.52158	6.52048	6.54357	6.48459	6.34343	6.46433	6.64167	6.32399	6.64913	6.45333	6.66762
"ENSMUSG00000080801"	7.74709	8.07141	7.94336	7.82459	7.83962	7.87693	7.78007	7.81884	8.01446	7.67116	7.94496	8.08576
"ENSMUSG00000080803"	6.70574	7.05328	6.99232	6.8669	7.09797	6.6532	6.90951	6.43017	6.43469	6.89576	6.97418	6.5537
"ENSMUSG00000080809"	4.48369	5.00638	4.68517	4.69207	4.39636	4.66018	4.62966	5.4013	4.83553	4.97801	4.68792	4.82571
"ENSMUSG00000080815"	6.93627	7.0384	7.26077	6.81965	6.91452	6.72336	6.59922	6.76693	6.70764	6.63835	6.78292	6.82491
"ENSMUSG00000080816"	11.6734291666667	11.6289591666667	11.0195625	11.7973616666667	11.9788925	11.5785558333333	11.7736308333333	11.7977083333333	11.4688083333333	12.190245	12.1063025	12.017635
"ENSMUSG00000080817"	7.12076	7.27736	7.26979	6.99222	7.14263	6.99305	7.30303	7.18795	7.13032	7.03424	7.06195	7.23393
"ENSMUSG00000080818"	6.7659	6.94493	7.11929	6.69239	6.66985	6.95864	6.9961	7.22432	7.18681	6.74203	6.90699	6.92332
"ENSMUSG00000080819"	5.71057363636364	5.44959	6.30893818181818	5.62391272727273	5.73575818181818	5.45673727272727	6.36243727272727	6.62953636363636	6.45758909090909	5.69795272727273	5.47858363636364	5.51200454545455
"ENSMUSG00000080823"	10.8455066666667	10.71031	10.7585933333333	9.61225666666667	9.26289333333333	8.84287	10.7674633333333	10.5498166666667	10.8891133333333	9.3656	9.19942	8.92940333333333
"ENSMUSG00000080824"	9.81632	9.77729	9.41691	9.84745	9.91721	9.44265	9.51372	9.36436	9.57243	9.76525	9.43857	8.75334
"ENSMUSG00000080825"	3.70218	3.36399	3.52351	3.36576	3.43565	3.42701	3.57482	3.55124	3.62006	3.45039	3.29921	3.38683
"ENSMUSG00000080826"	6.5513	6.88068	6.65883	6.57819	6.85803	6.71688	6.50245	6.44285	6.69177	6.60248	6.78186	6.5532
"ENSMUSG00000080832"	10.43747	10.56146	10.36185	10.93904	10.85339	11.13349	10.29221	10.58723	10.61512	10.72864	10.80436	10.83201
"ENSMUSG00000080836"	12.22213	12.29964	12.42651	10.94904	11.2912	10.66726	12.16923	12.13791	12.14041	11.02675	11.16466	10.72475
"ENSMUSG00000080839"	13.59343	13.74332	13.72236	12.759	12.94225	12.63345	13.3803	13.48194	13.46657	12.83663	12.89964	12.44928
"ENSMUSG00000080840"	8.1915	8.26705	8.53136	7.99785	8.14802	8.30548	8.36859	8.21011	8.44712	8.1648	8.02545	8.09658
"ENSMUSG00000080845"	8.75174	8.58327	8.19097	8.76454	8.37333	8.50379	8.45869	8.56541	8.29985	8.30633	8.26696	8.30211
"ENSMUSG00000080846"	11.02825	11.06631	11.199255	10.82775	11.07871	11.069685	10.78822	10.95165	11.042095	11.066185	11.2066	11.191315
"ENSMUSG00000080848"	9.34799	9.47121333333333	9.26924666666667	9.66108	9.14632	9.10946666666667	9.44998333333333	9.30633666666667	9.45525666666667	9.3617	9.23257666666667	9.49791666666667
"ENSMUSG00000080855"	6.96623	7.26407	7.05901	7.11617	6.90728	6.95938	7.17854	6.72926	7.00501	7.04406	7.09365	7.26711
"ENSMUSG00000080859"	12.7442316666667	12.6250333333333	12.1642433333333	13.1066683333333	13.2530366666667	12.8502416666667	12.5668066666667	12.6418533333333	12.4572933333333	13.3371333333333	13.2635566666667	13.1585883333333
"ENSMUSG00000080865"	7.96189	7.96017	8.06147	7.73693	7.57433	7.70093	7.91664	7.85744	7.67212	7.50433	7.66926	7.70726
"ENSMUSG00000080873"	11.370485	11.0282	10.837163	11.54345	11.546198	10.917026	11.287105	11.325721	10.996487	11.954357	11.825446	11.687143
"ENSMUSG00000080875"	10.087545	10.261085	10.25105	10.125495	9.716105	9.7085	10.206705	10.133155	10.289855	9.72264	9.658685	9.51251
"ENSMUSG00000080876"	6.37909625	6.66822125	6.668025	6.1907475	6.329545	6.20627125	6.3168225	6.07853125	6.56607375	6.2414875	6.28582375	6.254655
"ENSMUSG00000080885"	12.7442316666667	12.6250333333333	12.1642433333333	13.1066683333333	13.2530366666667	12.8502416666667	12.5668066666667	12.6418533333333	12.4572933333333	13.3371333333333	13.2635566666667	13.1585883333333
"ENSMUSG00000080891"	5.65538	5.76429	5.81649	5.36849	5.89675	5.65114	6.05476	5.63112	5.75678	5.7975	5.69677	5.66236
"ENSMUSG00000080892"	7.99089	7.76191	8.01556	7.76098	8.05294	7.60283	8.0294	7.59899	7.63861	7.91834	7.76877	7.80202
"ENSMUSG00000080895"	11.227605	11.192675	11.28988	11.00928	11.24176	11.223585	10.980675	11.099685	11.206215	11.229355	11.367925	11.35725
"ENSMUSG00000080896"	8.21349	8.20268	8.01498	8.25045	7.77448	7.87449	8.16443	8.17353	8.217	8.16801	7.86022	7.89463
"ENSMUSG00000080899"	7.24831	7.1619	7.32558	7.25721	7.33596	7.27415	7.32192	7.12002	7.20591	7.27618	7.17911	7.29176
"ENSMUSG00000080902"	11.6378	11.63013	11.50546	11.90352	11.96095	11.84922	11.62892	11.57641	11.56574	11.96203	11.72602	11.6457
"ENSMUSG00000080916"	7.7509375	7.7876275	7.805515	7.6907475	7.7648925	7.592885	7.829095	7.6704875	7.6538475	7.7548325	7.718245	7.785745
"ENSMUSG00000080917"	8.696565	8.51632	7.743665	9.428795	9.445235	9.522645	8.676865	9.40679	8.796665	9.623435	10.351695	10.072585
"ENSMUSG00000080918"	11.9877	11.94666	12.02753	11.91838	11.83686	11.81781	11.96127	11.77814	11.64635	11.98077	11.75064	12.12081
"ENSMUSG00000080921"	11.659635	11.714545	11.577185	11.8143175	11.8487125	11.25828	11.769615	11.8395	11.68359	11.981555	12.1195225	12.1918125
"ENSMUSG00000080928"	10.8166853571429	10.8445471428571	10.9601185714286	10.6293232142857	10.890175	10.8105582142857	10.5625585714286	10.7114385714286	10.8009671428571	10.8806017857143	11.0165860714286	10.9641232142857
"ENSMUSG00000080929"	7.20441333333333	6.76453	6.86965	7.56747666666667	7.36591666666667	7.27537333333333	6.82741333333333	7.29501666666667	7.09140666666667	7.67856	8.17812666666667	8.00051
"ENSMUSG00000080932"	11.48953375	11.47258	10.96539375	11.762115	11.60517875	11.442535	11.36829625	11.446225	11.2182975	11.75106125	11.78442125	11.61484
"ENSMUSG00000080933"	6.20391	5.79293	5.93088	5.77771	5.760885	5.792265	5.75935	5.619555	5.86823	5.848925	5.665915	5.759955
"ENSMUSG00000080935"	11.35721	11.20075	10.65809	11.03468	11.132555	11.19063	10.56797	10.476315	10.47883	10.909925	10.952465	10.9943
"ENSMUSG00000080944"	8.70537	8.89626	8.8699	8.46286	8.61721	8.52187	8.73321	8.65338	8.70351	8.60274	8.59807	8.69952
"ENSMUSG00000080950"	8.43122	8.33161	8.106655	8.335615	8.09522	8.22808	8.269185	8.296455	8.07946	8.03661	8.01824	7.97822
"ENSMUSG00000080962"	9.41775	9.31119	9.11629	8.37555	8.54968	8.32776	9.16188	8.66266	8.91367	8.36594	8.32703	8.13737
"ENSMUSG00000080968"	8.80735	9.0415	9.17415	8.97151	9.07208	8.88754	8.96424	8.70986	8.87362	9.23068	9.22048	8.97848
"ENSMUSG00000080969"	10.02446	10.06717	9.91685	10.2361	10.06751	9.87409	10.04511	10.01581	10.01881	10.11908	9.97352	10.04246
"ENSMUSG00000080972"	12.63874	12.74218	12.66727	12.76539	12.76386	12.62924	12.72054	12.7957	12.785	12.8054	12.93936	12.8325
"ENSMUSG00000080974"	8.8039	8.86913	8.91981	8.7216	8.89625	8.59759	8.74404	8.48047	8.66073	8.77796	8.91753	8.87905
"ENSMUSG00000080977"	13.27846	13.441605	13.420505	12.309	12.53588	12.130505	13.04994	13.157685	13.144405	12.4289	12.490855	11.890125
"ENSMUSG00000080979"	8.11214	8.40209	8.28932	7.87507	6.98706	7.47541	8.28504	8.43039	8.47044	7.43513	6.9412	7.22469
"ENSMUSG00000080980"	9.6628	9.91985	9.6649	8.80759	8.88509	8.91267	9.48841	9.52856	9.45314	8.95304	8.97189	8.91708
"ENSMUSG00000080982"	7.20426	7.06744	7.16732	6.50398	6.74538	6.56901	7.09628	7.0133	6.80842	6.6003	6.51862	6.28759
"ENSMUSG00000080989"	10.54776	10.54493	10.51727	10.32435	10.30425	10.23758	10.38955	10.26441	10.4398	10.18808	10.19207	10.10637
"ENSMUSG00000080990"	6.71589	5.99494	6.32792	6.37077	6.16695	6.179	6.96212	5.73196	6.31729	6.22292	6.52569	6.12399
"ENSMUSG00000080992"	11.4501533333333	11.5118566666667	11.2066333333333	10.83438	10.9864366666667	10.6079233333333	11.16285	11.1981433333333	11.1408066666667	10.9193166666667	10.7937033333333	10.31285
"ENSMUSG00000080994"	13.9305106666667	13.9614311111111	13.8821982222222	13.6200084444444	13.7446802222222	13.5799682222222	13.9192828888889	13.9033535555556	13.8617148888889	13.6102508888889	13.6792948888889	13.4025844444444
"ENSMUSG00000080996"	10.46029	10.55996	10.567192	11.200876	10.775036	10.69776	10.8984	11.048064	10.843358	11.239362	11.21254	11.704558
"ENSMUSG00000080998"	10.0617425	10.0195675	9.94600583333333	10.6477083333333	9.91765333333333	10.1647391666667	10.494575	10.3808633333333	10.3771033333333	10.4124041666667	10.26532	10.8006808333333
"ENSMUSG00000080999"	10.9223355555556	10.5425727777778	10.6197316666667	10.9409527777778	10.5956305555556	10.5598577777778	10.7203161111111	11.0342805555556	10.7511211111111	11.6138588888889	11.8525455555556	12.16133
"ENSMUSG00000081011"	6.21496	6.24822	6.38869	5.8784	5.66268	6.00901	6.18047	6.10325	6.47074	5.82331	5.83385	6.03165
"ENSMUSG00000081013"	7.8722	7.9272	7.84588	7.94782	7.88205	7.96565	7.76222	7.94705	7.69369	8.06481	8.10527	8.15129
"ENSMUSG00000081027"	6.64983	6.8459	6.75674	6.50559	6.37298	6.49741	7.15779	6.74627	6.64608	6.56809	6.43321	6.34947
"ENSMUSG00000081030"	11.487292	11.433038	10.85394	11.613482	11.774824	11.384748	11.613836	11.602618	11.313618	12.020936	11.907832	11.815836
"ENSMUSG00000081034"	13.8162627272727	13.8305645454545	13.7968427272727	13.5692781818182	13.6979136363636	13.5368145454545	13.81416	13.7752781818182	13.7254445454545	13.5863081818182	13.6654872727273	13.3930954545455
"ENSMUSG00000081035"	4.78397	4.90394	4.83055	4.14689	4.60042	4.62567	4.65155	4.65317	4.85446	4.88292	4.49294	4.19374
"ENSMUSG00000081037"	7.13051	7.12003	7.17825	6.96685	6.98855	6.85188	7.04259	6.93348	6.60792	6.84747	6.91387	6.93338
"ENSMUSG00000081042"	7.1366	7.04123	6.91329	6.49132	6.66318	6.83115	7.04178	6.71325	6.88211	6.71287	6.76743	6.7387
"ENSMUSG00000081044"	6.45749	6.32544	6.62605	6.27091	6.46176	6.29843	6.40825	6.31424	6.33519	6.44641	6.41649	6.39405
"ENSMUSG00000081047"	4.89437	4.6208	4.64196	4.4051	4.39528	4.33617	4.40281	4.61412	4.50845	4.44813	4.48679	4.35006
"ENSMUSG00000081049"	9.55783666666667	9.45644666666667	9.39537666666667	9.76564	9.18926333333333	9.07290333333333	9.58937	9.61549333333333	9.54458333333333	9.86456666666667	9.9371	10.2489466666667
"ENSMUSG00000081051"	13.00288	13.01535	12.841365	13.23028	13.26633	13.266055	13.08173	13.21464	13.11156	13.50043	13.49897	13.64958
"ENSMUSG00000081056"	8.76106	8.5531	8.54173	8.68872	8.36068	8.20922	8.71464	8.59117	8.27396	8.55613	8.42978	8.51701
"ENSMUSG00000081058"	9.92121333333333	9.673205	9.49974833333333	10.1669066666667	9.513215	9.53622666666667	9.86239166666667	10.09895	9.89286666666667	10.558595	10.7244316666667	11.1268216666667
"ENSMUSG00000081065"	7.77395	7.48314	7.59365	7.35743	7.55422	7.33847	7.79796	7.51015	7.61602	7.35186	7.26943	7.3215
"ENSMUSG00000081070"	9.85153	9.8718	9.78819	9.59281	9.1971	9.16479	9.8475	9.69545	9.53704	9.22298	9.36844	9.06139
"ENSMUSG00000081071"	12.431025	12.25906	12.1968	12.5177575	12.493215	12.3246475	12.27423	12.1509	12.1605525	12.5162775	12.4204775	12.3799325
"ENSMUSG00000081076"	9.64701	9.74683333333333	9.68421	9.89012666666667	9.45408666666667	9.56124333333333	9.98509	9.84921666666667	9.76522333333333	9.72861333333333	9.68929333333333	10.15609
"ENSMUSG00000081078"	10.56996	10.57733	10.65992	10.45556	10.623955	10.582965	10.361545	10.485485	10.579425	10.686705	10.76896	10.751445
"ENSMUSG00000081087"	9.307275	9.2882	8.94543	9.731875	9.458015	9.1873	9.470305	9.673515	9.405065	10.060675	10.060125	10.275245
"ENSMUSG00000081094"	11.8963757142857	12.0354528571429	12.0561185714286	12.3240314285714	11.8778357142857	11.92115	12.2723457142857	12.19448	12.10939	12.2575442857143	12.2118357142857	12.6341385714286
"ENSMUSG00000081099"	8.27635	7.52019	7.98321	7.38893	7.6091	7.2523	8.39079	8.04652	7.76025	7.54164	7.2812	6.8664
"ENSMUSG00000081111"	7.89338	7.79563	7.65607	8.17535	8.18599	7.98264	8.2474	7.60848	7.91748	8.20326	7.98262	7.95103
"ENSMUSG00000081113"	9.87874	9.745545	9.5127	9.94843	10.00494	9.886785	9.885305	9.77083	9.624655	9.835015	9.875395	9.679685
"ENSMUSG00000081118"	11.31329	11.43132	11.43248	11.35366	11.14975	11.01179	10.89941	11.09298	11.26503	11.33318	11.48582	11.56777
"ENSMUSG00000081123"	6.87739	7.15658	7.08375	6.9298	6.8965	6.5725	6.89449	6.55908	6.88999	6.80691	6.69531	6.65499
"ENSMUSG00000081125"	5.75052	5.74097	5.744765	5.79441	5.458095	5.4036	5.71787	5.89258	5.696465	5.537135	5.58126	5.963205
"ENSMUSG00000081126"	10.51132	10.64889	10.32233	10.37677	10.53158	10.58003	10.40859	10.76784	10.4979	10.4692	10.58135	10.50325
"ENSMUSG00000081128"	9.88294	9.77434	9.88963	9.19984	8.75227	8.95243	9.87604	9.89982	9.70179	8.79014	8.83033	8.78621
"ENSMUSG00000081136"	7.64935	7.82608	7.91493	7.55968	7.63618	7.31487	7.56715	7.27612	7.3826	7.7266	7.84053	7.97902
"ENSMUSG00000081137"	5.22544	5.09008	5.17841	5.32835	5.22024	5.28585	5.23779	5.39031	5.29221	5.2542	5.18183	5.20449
"ENSMUSG00000081139"	5.95008	5.45933	5.62124	5.38481	5.43491	5.26925	5.75475	5.35738	5.26442	5.62787	5.62956	5.43333
"ENSMUSG00000081141"	5.89648	5.81387	5.75984	5.70346	5.53426	5.58684	5.93951	6.00707	5.62285	5.7325	5.68916	5.59128
