"BAT_M07(r1)"	"BAT_M07(r2)"	"BAT_M07(r3)"	"BAT_M07(r4)"	"BAT_M07(r5)"	"eWAT_M07(r1)"	"eWAT_M07(r2)"	"eWAT_M07(r3)"	"eWAT_M07(r4)"	"eWAT_M07(r5)"	"eWAT_M07(r6)"
"ENSMUSG00000021248"	9.13486	8.92415	9.25435	9.241	9.67732	9.11493	8.88923	9.21908	9.31443	9.17797	9.07234
"ENSMUSG00000021250"	7.24463	4.52033	4.42561	4.77661	4.08114	4.30415	4.38124	8.94832	5.06049	4.2743	4.64058
"ENSMUSG00000021252"	7.92583	7.70322	7.88754	7.97804	8.20789	7.30271	7.25637	7.33963	7.56752	7.50994	7.42718
"ENSMUSG00000021253"	7.95315	8.14234	8.14675	8.49101	7.57223	8.04497	8.14118	8.1587	8.12797	7.49062	7.67666
"ENSMUSG00000021255"	5.46955	5.64392	5.69776	5.5254	5.64772	5.70349	5.7533	5.60101	5.60634	5.56862	5.64301
"ENSMUSG00000021262"	5.47128	5.28611	5.60186	5.54891	5.65921	5.63356	5.39257	5.52742	5.45846	5.81653	5.17446
"ENSMUSG00000021263"	6.41399	6.56101	6.4408	6.51659	6.41719	6.39375	6.59579	6.4996	6.53801	6.33426	6.75399
"ENSMUSG00000021266"	7.702005	7.807425	7.729005	7.73946	7.845735	7.54809	7.494665	7.38583	7.57125	7.630085	7.690595
"ENSMUSG00000021268"	6.80495	6.697455	7.03302	7.235685	6.888855	8.54778	8.572355	8.32046	8.61874	8.11806	8.33329
"ENSMUSG00000021270"	9.51342	9.26427	9.60796	9.58266	9.0792	9.38286	9.31931	9.6616	9.52586	9.91541	9.37232
"ENSMUSG00000021273"	8.28471	8.11061	8.32699	8.58251	9.05767	8.63349	8.66718	8.80408	8.9179	8.91093	8.78286
"ENSMUSG00000021276"	4.26981	4.19812	4.39338	4.36601	4.51562	4.455	4.55385	4.33841	4.23047	4.48167	3.84964
"ENSMUSG00000021277"	5.67674	5.76132	5.77322	5.79598	5.60232	6.04703	5.88793	6.03666	6.02879	6.09556	5.84822
"ENSMUSG00000021281"	8.54563	8.45386	8.58276	8.46541	8.77436	8.99455	9.09573	9.09347	8.95146	8.93104	8.91682
"ENSMUSG00000021282"	7.82348	7.60411	7.80195	7.73244	7.16592	7.93146	8.10039	7.95624	7.76619	7.87511	7.66808
"ENSMUSG00000021288"	7.50017	7.514815	7.46125	7.605765	7.35112	7.44069	7.52346	7.619245	7.741365	7.50954	7.58975
"ENSMUSG00000021290"	10.51491	10.51373	10.29284	10.31276	10.70184	10.07114	10.05239	9.97122	9.70689	10.38314	9.94205
"ENSMUSG00000021298"	6.66853	6.7392	6.69599	6.57716	6.59397	6.59794	6.62192	6.59193	6.69367	6.57979	6.86
"ENSMUSG00000021302"	5.68437	5.674335	5.6933	5.68035	5.61447	5.509865	5.60509	5.374755	5.60417	5.35286	5.67386
"ENSMUSG00000021313"	2.79053	2.94674	2.78811	2.65066	2.78571	2.71096	2.93118	2.75082	2.77639	2.73941	2.74278
"ENSMUSG00000021318"	4.25308	4.08807	4.0599	4.01133	3.67017	3.82977	3.85677	3.87916	3.93573	3.77853	3.73339
"ENSMUSG00000021319"	5.03063	5.03729	5.13477	5.0488	5.36508	5.02273	4.98514	5.05677	5.24593	4.82049	5.04989
"ENSMUSG00000021322"	3.53848	3.54909	3.4849	3.44234	3.20642	3.21483	3.40912	3.31775	3.42075	3.23388	3.39166
"ENSMUSG00000021326"	8.02547	7.94587	8.08789	7.92607	7.92538	8.03182	7.93522	8.05033	8.02892	8.01449	8.11029
"ENSMUSG00000021327"	7.28857	7.19827	7.16815	7.23214	6.95442	7.14099	7.11344	7.06358	7.09345	7.16907	7.01713
"ENSMUSG00000021335"	3.09591	3.48201	3.16597	3.017855	2.960555	3.006855	3.203215	3.26923	3.16264	2.967535	3.211855
"ENSMUSG00000021340"	4.649	4.6721	4.56751	4.826	4.46724	4.6135	4.63228	4.44469	4.54154	4.30876	4.61027
"ENSMUSG00000021342"	6.40946	6.21987	6.03133	6.12871	6.06986	6.01035	6.23016	6.09375	6.15534	5.96495	6.16443
"ENSMUSG00000021345"	3.90164	4.07699	3.92182	4.00971	3.80047	3.82621	3.95016	3.94169	3.90876	3.80185	3.92602
"ENSMUSG00000021348"	2.50238	2.48186	2.3403	2.43578	2.09127	2.16749	2.36939	2.13165	2.56163	2.24645	2.33991
"ENSMUSG00000021356"	4.65036	4.97798	4.94267	4.63051	4.6761	4.5834	4.67469	4.5991	4.71774	4.54287	4.66068
"ENSMUSG00000021359"	4.567055	4.669715	4.71323	4.57855	4.39061	4.543025	4.60944	4.521195	4.659105	4.52259	4.69599
"ENSMUSG00000021360"	4.70124	4.74367	4.64282	4.72029	4.82394	4.52052	4.56655	4.49322	4.65907	4.34428	4.87588
"ENSMUSG00000021361"	9.08142	9.04123	8.76595	8.87682	9.33137	8.79458	8.77539	8.70949	8.6185	9.05451	8.84451
"ENSMUSG00000021362"	3.798305	4.036935	3.92473	3.92881	3.78935	3.71095	3.84871	3.917685	3.88187	3.755065	3.957835
"ENSMUSG00000021363"	4.66334	4.93031	4.70933	4.67324	4.96486	4.70102	4.89997	4.61681	4.5867	4.73388	4.8466
"ENSMUSG00000021364"	2.84551	2.83698	2.8067	2.75504	2.74169	2.76603	2.88828	2.5668	3.15593	2.44383	2.65386
"ENSMUSG00000021365"	4.47264	4.27822	4.51835	4.92402	4.58587	4.89033	4.73901	5.01589	4.7129	4.62954	4.73548
"ENSMUSG00000021366"	4.28386	4.38928	4.49023	4.67085	3.9316	5.04222	5.36874	5.12994	4.96738	4.85437	5.09599
"ENSMUSG00000021367"	6.298895	6.0983	6.26299	6.213045	5.968785	6.09758	5.922885	6.83387	6.036575	5.939505	6.096135
"ENSMUSG00000021376"	6.29542	6.14939	6.30485	6.25898	6.45349	6.45744	6.11764	5.90917	6.14191	6.17575	6.05119
"ENSMUSG00000021377"	6.858	6.52285	7.11691	6.78206	6.47808	6.60697	6.23835	6.54091	6.33609	6.71796	5.92485
"ENSMUSG00000021379"	5.46373	5.10767	5.13725	5.76394	5.59535	5.97366	5.97161	6.11399	5.94917	5.86732	5.86871
"ENSMUSG00000021381"	4.49309	4.48176	4.51345	4.38438	4.44889	4.33553	4.48176	4.60992	4.48176	4.46387	4.49775
"ENSMUSG00000021390"	6.49284	6.1163	6.190285	6.59603	5.494545	7.857215	7.99898	8.02747	8.567345	7.844645	8.254755
"ENSMUSG00000021395"	5.3160375	5.154935	5.344305	5.4284125	5.44629	5.3559225	5.3843675	5.36089	5.4250375	5.29051	5.418495
"ENSMUSG00000021400"	5.52899	5.16892	5.68956	5.5311	6.00879	5.58821	5.31218	5.4503	5.4799	5.49235	5.33036
"ENSMUSG00000021408"	4.56647	4.70668	4.80484	4.83757	4.87788	4.463	4.11016	4.43051	4.37004	4.42348	4.50887
"ENSMUSG00000021413"	3.78038	3.61233	3.8105	3.78462	3.22833	3.57272	3.32183	3.63208	3.30392	3.69789	3.39113
"ENSMUSG00000021417"	7.49025	7.43338	7.2069	7.31814	7.66388	7.75609	7.50222	7.38533	7.13315	7.79916	7.3261
"ENSMUSG00000021420"	7.0638	6.92968	6.67528	6.77454	7.12975	6.49283	6.55264	6.24863	6.36919	6.66925	6.57556
"ENSMUSG00000021423"	4.6783	4.68758	4.55551	4.70065	4.63961	4.7169	4.60564	4.69765	4.64934	4.59025	4.70982
"ENSMUSG00000021427"	6.50637	6.18435	6.74923	6.529835	6.70168	6.270815	6.08154	6.35934	6.275155	6.333925	6.162575
"ENSMUSG00000021428"	4.86265	5.07134	5.00986	4.98756	4.91653	4.65911	4.95008	4.75835	4.86784	4.81119	4.69302
"ENSMUSG00000021440"	2.34884	2.32738	2.32425	2.29085	2.11419	2.23406	2.30741	2.24194	2.15302	2.25832	2.31652
"ENSMUSG00000021448"	3.31875	3.44058	3.42471	3.47349	3.65671	3.42943	3.51177	3.46759	3.36209	3.41158	3.45023
"ENSMUSG00000021451"	4.67071	4.93618	4.68067	4.67019	4.54447	4.64585	4.6665	4.6518	4.57435	4.53633	4.8657
"ENSMUSG00000021453"	7.94219	7.472	7.66542	7.82251	7.96084	7.95978	7.84931	8.85706	7.8644	7.85348	7.82805
"ENSMUSG00000021456"	5.41643	5.60743	5.23646	5.53653	5.66937	5.54363	5.47069	5.3963	5.4976	5.48422	5.45919
"ENSMUSG00000021457"	5.76063	6.00688	5.91627	5.73273	5.8398	5.7974	5.793465	5.82656	5.836785	5.690515	5.85667
"ENSMUSG00000021458"	7.45964	7.70575	7.58103	7.66689	7.48396	7.35111	7.46885	7.45208	7.45964	7.34162	7.47667
"ENSMUSG00000021460"	6.55497	6.52027	6.38469	6.45326	6.570595	6.40375	6.42235	6.242715	6.249575	6.39054	6.43882
"ENSMUSG00000021461"	8.24319	8.38889	8.3749	8.1931	8.3863	8.45208	8.51036	8.50546	8.48008	8.43204	8.45697
"ENSMUSG00000021464"	5.503925	5.69854	5.81468	5.56449	5.665135	5.85033	5.99557	5.942965	5.876375	5.747445	5.912565
"ENSMUSG00000021466"	5.19273	5.17186	5.22168	5.19134	4.892465	5.01366	5.14178	5.06241	5.05963	5.03375	5.1411
"ENSMUSG00000021468"	7.52223	7.4856	7.52792	7.40565	7.20967	7.22141	7.326	7.14545	7.14352	7.161	7.15854
"ENSMUSG00000021469"	3.71484	4.17626	3.82452	3.93686	3.71922	3.77426	3.86885	3.84521	3.75817	3.69941	3.91344
"ENSMUSG00000021474"	8.53036	8.21824	8.21271	8.27079	8.35019	8.93829	8.78289	8.67333	8.46739	9.14108	8.63486
"ENSMUSG00000021477"	10.16841	10.25285	10.27399	10.75524	10.4144	10.97524	11.05087	11.0253	11.34313	11.00142	11.12788
"ENSMUSG00000021484"	8.53744	8.24884	8.29857	8.45905	8.42373	8.07431	8.01594	7.92779	7.92331	8.32008	8.13547
"ENSMUSG00000021485"	7.96723	8.07274	8.06321	7.81649	8.3609	7.9463	7.95727	8.04812	7.93897	8.0187	8.0501
"ENSMUSG00000021486"	6.42873	6.63151	6.67489	6.69281	7.0356	6.61161	6.5568	6.60741	6.56193	6.54719	6.60741
"ENSMUSG00000021488"	3.19531	3.7908	3.8979	3.54196	3.57895	3.39373	3.43343	3.23916	3.53455	3.16974	3.37462
"ENSMUSG00000021490"	4.49432	4.64897	4.57249	4.40173	4.50394	4.58145	4.61361	4.42218	4.49499	4.49595	4.72927
"ENSMUSG00000021492"	5.10024	5.42671	5.30513	5.24165	5.20067	5.19285	5.28175	5.20075	5.27443	5.06927	5.29214
"ENSMUSG00000021493"	7.06121333333333	6.96150333333333	7.20306333333333	7.20697333333333	7.18736333333333	6.99883666666667	7.02101	6.98878	7.14737666666667	6.86120666666667	7.10017
"ENSMUSG00000021494"	6.40429	6.12781	6.31386	6.21331	6.51385	6.31366	6.33972	6.16675	6.09209	6.34069	6.35015
"ENSMUSG00000021496"	7.89928	7.84335	7.74349	7.8411	8.06772	7.50437	7.38815	7.43627	7.00132	7.68417	7.19461
"ENSMUSG00000021500"	5.88624	5.89862	5.87266	6.0421	5.57729	5.46674	5.57809	5.48872	5.57809	5.32493	5.58309
"ENSMUSG00000021501"	6.88932	6.86279	6.82354	6.9499	7.08015	6.91525	7.01749	6.93715	6.91525	7.02327	6.88184
"ENSMUSG00000021506"	6.11719	6.26482	6.07592	5.93808	6.10482	6.03642	5.92988	6.06475	6.18903	5.93955	6.10487
"ENSMUSG00000021508"	4.9633	4.61959	4.85072	4.57554	5.4483	5.12575	5.08581	5.1076	4.96376	4.86765	4.93682
"ENSMUSG00000021509"	3.56948	3.73915	3.56753	3.56874	3.45577	3.58416	3.49901	3.56998	3.67102	3.55205	3.54168
"ENSMUSG00000021518"	7.17757	6.96911	7.10047	7.2635	7.41426	7.04293	6.74902	6.93097	7.06798	7.10913	6.72856
"ENSMUSG00000021519"	5.27536	5.20969	5.18449	5.29515	5.33844	5.12597	4.6339	5.00976	4.78854	5.18122	4.96317
"ENSMUSG00000021520"	10.29948	10.27382	9.66129	10.02876	10.18386	9.45969	9.28671	9.32622	9.04107	9.83282	9.38237
"ENSMUSG00000021536"	6.50617	6.64915	6.68321	6.55753	6.36255	6.30505	6.33461	6.30225	6.31208	6.13666	6.36769
"ENSMUSG00000021537"	6.16343	6.03741	6.09661	6.275595	6.13409	5.918005	5.916675	6.12502	5.992775	6.209985	5.944195
"ENSMUSG00000021538"	5.3456	5.48359	5.53261	5.41387	5.13791	4.85588	5.23132	5.21665	4.90358	4.96388	5.12954
"ENSMUSG00000021539"	6.20909	6.36999	6.40539	6.21554	6.21221	6.15136	5.92613	6.04996	6.17332	6.09394	6.14438
"ENSMUSG00000021540"	4.92395	4.88978	4.71768	4.75892	4.96791	4.94862	4.60807	4.94576	5.02432	4.91461	4.92873
"ENSMUSG00000021546"	6.99007	6.35706	6.94616	7.03331	7.43735	7.11539	6.8629	7.15743	6.80676	7.34828	6.72624
"ENSMUSG00000021549"	5.68895	5.43985	5.70152	5.8463	4.74096	5.20912	4.84562	5.0903	5.12586	5.18545	5.05724
"ENSMUSG00000021550"	7.39091	7.3192	7.31461	7.31068	7.57019	7.2117	7.03495	7.05216	7.09047	7.34247	6.99666
"ENSMUSG00000021552"	5.10386	5.14433	5.131	5.1793	5.29834	5.17777	5.16541	5.14867	4.99762	5.31677	5.27288
"ENSMUSG00000021555"	7.40607	7.26349	7.38026	7.48145	7.55887	7.04018	6.829	7.07476	6.9527	7.13265	6.82123
"ENSMUSG00000021556"	7.42713	7.21406	7.6761	7.46508	7.27185	7.39784	7.2	7.52345	7.48913	7.41195	7.37098
"ENSMUSG00000021569"	5.79816	5.42558	5.80351	5.70613	5.87437	5.51327	5.42832	5.70769	5.48284	5.86624	5.24223
"ENSMUSG00000021575"	3.62918	3.85134	3.662	3.89129	3.56655	3.63808	3.66647	3.57092	3.71177	3.68833	3.56192
"ENSMUSG00000021576"	7.21938	7.1631	7.02232	7.35074	7.5218	6.99075	6.87294	7.09864	7.02226	7.097	6.86143
"ENSMUSG00000021577"	7.62398	7.648	6.87456	7.17725	7.4502	6.66264	6.52438	6.18259	6.06256	6.91985	6.54898
"ENSMUSG00000021587"	3.62452	3.73613	3.559	3.60569	3.76233	3.85495	3.89803	3.73961	3.80394	3.69937	3.79765
"ENSMUSG00000021591"	7.37821	7.24378	7.26672	7.3173	7.77095	7.25072	7.19177	7.13886	6.94106	7.08862	6.93698
"ENSMUSG00000021595"	6.96036	6.66595666666667	7.00882	7.00009	6.98339	6.62852333333333	6.46066666666667	6.44572333333333	6.45168666666667	6.81112333333333	6.45021333333333
"ENSMUSG00000021598"	6.94198	6.82634	6.88141	7.0454	7.68508	7.01574	6.95767	6.90981	6.95284	7.21356	6.75278
"ENSMUSG00000021606"	9.96023	10.011165	9.63361	9.705935	9.85867	9.574705	9.535075	9.457775	9.198345	9.72529	9.482835
"ENSMUSG00000021607"	6.59542	6.39522	6.40945	6.62862	7.02415	5.93065	5.90933	5.79754	5.79109	6.36853	5.7822
"ENSMUSG00000021608"	4.68445	4.61057	4.93206	4.79389	4.52577	4.73119	4.47693	4.67604	4.67418	4.67604	4.59416
"ENSMUSG00000021609"	6.78388	6.93613	6.8431	6.61132	6.70622	6.66444	6.92752	6.63244	6.8404	6.62186	6.87749
"ENSMUSG00000021610"	8.2028	8.22921	8.38343	8.42114	8.5373	8.32282	8.29338	8.30367	8.29056	8.31457	8.29843
"ENSMUSG00000021611"	6.33032	6.6185	6.40543	6.24997	6.4335	6.40543	6.38011	6.31947	6.56831	6.30696	6.44733
"ENSMUSG00000021612"	5.64843	6.03289	5.87467	5.72303	5.68179	5.82818	5.75409	5.84414	5.92552	5.73327	5.82536
"ENSMUSG00000021613"	2.36891	2.36891	2.44772	2.41139	2.21423	2.41612	2.61727	2.35625	2.35218	2.21951	2.30935
"ENSMUSG00000021614"	7.05133	6.46754	7.51129	6.84717	6.24049	6.67925	6.33919	6.57247	6.38438	6.44007	5.95209
"ENSMUSG00000021622"	3.47036	3.68353	3.55533	3.59938	3.7346	3.65681	3.63306	3.44895	3.69743	3.58026	3.49543
"ENSMUSG00000021624"	3.11936	3.1843	3.29603	3.07915	3.07708	3.15186	3.2446	3.23242	3.09857	3.20649	3.24747
"ENSMUSG00000021629"	4.8953	4.666095	4.779405	4.783885	4.601495	4.684195	4.691265	4.990965	4.79914	4.929105	4.670015
"ENSMUSG00000021631"	8.64847	8.62858	8.14393	8.48154	8.57076	7.61461	7.71185	7.58769	7.58942	7.94274	7.64724
"ENSMUSG00000021635"	4.87109	4.75217	4.83891	4.93966	4.31257	4.84346	4.77803	4.70631	4.68268	4.77257	4.82248
"ENSMUSG00000021638"	3.16201	3.26027	3.24417	3.22769	3.06619	2.89676	2.90575	3.03221	3.03214	2.89522	3.08932
"ENSMUSG00000021640"	3.03509	3.29111	3.08882	3.00823	2.98078	3.08636	3.08636	3.07924	3.22862	3.07991	3.10086
"ENSMUSG00000021643"	6.8424	6.81852	6.83161	6.86956	7.3943	6.8681	6.8124	6.96789	6.80556	6.91484	6.81682
"ENSMUSG00000021645"	6.45763	6.48378	6.69288	6.62905	6.89541	6.34439	6.45153	6.35353	6.23893	6.49731	6.20641
"ENSMUSG00000021650"	8.26508	8.2124	8.10998	8.18556	8.04795	7.54135	7.55015	7.37486	7.45118	7.75197	7.65999
"ENSMUSG00000021660"	9.66174	9.3954	9.88663	9.93354	10.42124	9.46697	9.32219	9.48421	9.35493	9.60956	9.2315
"ENSMUSG00000021662"	6.0307	6.01843	6.15027	5.99191	6.07005	5.85104	5.88042	5.91179	5.94636	5.77819	5.81946
"ENSMUSG00000021668"	2.08607	2.17593	2.0443	2.2271	2.32962	2.37629	2.40857	2.25894	2.12718	2.32672	2.11249
"ENSMUSG00000021670"	4.37014	4.130845	4.38161	4.6789	4.39926	4.16618	4.1436	4.30223	4.48831	4.309725	4.255385
"ENSMUSG00000021675"	5.50241	5.65568	5.50061	5.5728	5.66688	5.43907	5.58287	5.59666	5.71192	5.47047	5.53497
"ENSMUSG00000021676"	3.06037	3.12571	3.16679	3.15864	3.0081	3.07463	3.1579	3.2357	3.24253	3.14235	3.16247
"ENSMUSG00000021678"	6.09438	6.29642	6.09378	6.07754	6.03907	5.99512	6.05017	5.98348	6.03907	5.97908	5.89871
"ENSMUSG00000021685"	5.55406	5.8004	5.64013	5.61442	5.7837	5.54551	5.47721	5.5425	5.28189	5.44544	5.62384
"ENSMUSG00000021686"	8.28149	8.21669	8.34245	8.35688	8.26177	8.36663	8.54838	8.47788	8.62292	8.41814	8.3926
"ENSMUSG00000021687"	4.87847	5.0632	5.01592	5.05173	4.85487	5.73387	5.76754	5.7303	5.80406	5.50736	5.55543
"ENSMUSG00000021693"	4.70588	4.54065	4.762	4.69122	4.23539	4.80719	4.80956	4.90588	4.75363	4.87812	4.62767
"ENSMUSG00000021701"	7.80176	7.85664	7.50624	7.90578	7.4971	7.56461	7.73354	8.26438	7.95019	7.55927	7.65247
"ENSMUSG00000021706"	5.59326	5.64084	5.37449	5.42275	5.03714	5.51502	5.51502	5.38852	5.58934	5.54004	5.54613
"ENSMUSG00000021707"	3.00665	3.10952	3.11323	3.08343	3.26192	3.3054	3.16128	3.05135	2.88111	3.0746	2.95311
"ENSMUSG00000021708"	3.74693	3.80617	3.75658	3.53987	3.69774	3.77192	3.70402	3.65468	3.86385	3.60278	3.69774
"ENSMUSG00000021710"	4.71941	4.35929	4.45893	4.53248	4.88046	4.07205	3.83938	4.01605	4.33818	4.20675	3.97306
"ENSMUSG00000021714"	4.7635	4.39109	4.80705	4.45031	4.37013	4.39125	4.24667	4.51957	4.13063	4.55262	4.18721
"ENSMUSG00000021721"	4.77986	4.96774	4.90832	4.8598	4.80386	4.91702	4.96094	4.92214	4.9447	4.91705	5.19062
"ENSMUSG00000021725"	3.78095	3.74801	3.8347	3.76959	3.72678	3.98586	3.88444	4.14764	4.11923	3.87238	3.75888
"ENSMUSG00000021728"	8.16988	7.71843	8.23987	8.27971	7.88689	7.95337	7.64369	7.85574	7.87541	7.76534	7.2108
"ENSMUSG00000021730"	2.87877	2.90462	2.96942	2.89148	2.88746	2.9219	2.79045	2.85013	2.84202	2.80546	2.76158
"ENSMUSG00000021732"	5.10873	4.89387	5.06485	4.98771	5.29901	5.28271	5.42178	5.37033	5.25342	5.50193	5.2544
"ENSMUSG00000021733"	6.19096	5.80902	6.18256	6.23753	4.9268	6.15275	5.93784	5.83087	5.65961	6.12089	5.63175
"ENSMUSG00000021737"	8.45647	8.15856	8.47891	8.53146	8.9407	8.45247	8.43311	8.35386	8.3905	8.73326	8.27311
"ENSMUSG00000021743"	4.89287	5.02476	4.90302	4.95965	4.90939	4.95997	4.98556	4.94814	4.90208	4.82631	5.13606
"ENSMUSG00000021745"	4.99166	4.9565	4.9609	5.17506	4.77429	5.22426	5.17586	5.1461	5.39697	5.15106	5.14865
"ENSMUSG00000021748"	9.80008	9.86655	9.27328	9.53839	10.01525	8.84386	9.03045	8.41705	8.44766	9.2857	9.14483
"ENSMUSG00000021749"	3.30796	3.50904	3.52173	3.4414	3.5566	3.21768	3.33896	3.33162	3.31577	3.09181	3.34467
"ENSMUSG00000021754"	4.43054333333333	4.40713666666667	4.19678666666667	4.28361	3.74728	4.26913	4.3852	4.24177	4.12473333333333	4.19860333333333	4.14036
"ENSMUSG00000021756"	7.703395	7.230275	7.912455	7.928525	7.58679	7.891825	7.40828	7.7549	7.86917	7.710505	7.436465
"ENSMUSG00000021758"	3.38912	3.5331	3.37122	3.42173	3.25856	3.12845	3.06925	3.07337	3.20902	3.26293	3.40836
"ENSMUSG00000021759"	6.82004	6.50493	7.15465	6.99788	7.14555	6.49676	6.49457	6.45858	6.68156	6.49534	5.94249
"ENSMUSG00000021764"	4.25486	4.32965	4.25555	4.11217	4.58856	4.38854	4.2206	4.21365	4.2795	4.17259	4.44674
"ENSMUSG00000021765"	5.77298	5.64794	5.52571	5.88729	5.63301	5.56724	5.36572	5.65393	5.39022	5.51109	5.34348
"ENSMUSG00000021771"	7.30605	7.06023	7.17043	7.18697	7.5614	7.42406	7.50637	7.71718	7.69701	7.7564	7.55746
"ENSMUSG00000021772"	6.69697	6.84091	6.7671	6.77315	6.61002	6.88661	6.89874	6.77938	6.65941	6.82579	6.7741
"ENSMUSG00000021773"	8.08974	8.07213	7.98325	8.05416	8.19533	7.90312	8.05685	8.05125	8.10079	8.20238	8.29966
"ENSMUSG00000021774"	5.20331	4.81921	5.15219	5.29516	5.67728	5.27036	5.07126	5.3907	5.30473	5.6129	4.82183
"ENSMUSG00000021775"	6.12144	5.80943	5.59926	6.01519	5.47263	5.72675	5.74777	5.63827	6.12018	5.77819	5.94325
"ENSMUSG00000021779"	5.82191	6.15363	5.9826	5.84272	5.78886	5.83423	5.95282	5.91746	5.8783	5.81611	5.89389
"ENSMUSG00000021786"	4.2628	4.30159	4.2101	4.19601	4.2046	4.08761	4.17165	4.18452	4.2649	4.16101	4.32819
"ENSMUSG00000021792"	7.63613	7.5815	7.12824	7.48046	8.3136	7.43934	7.52403	6.81928	7.28668	7.65152	7.59923
"ENSMUSG00000021794"	7.7804	7.67544	7.70379	7.79678	8.03062	7.34357	6.99775	7.20147	7.14848	7.46879	6.91428
"ENSMUSG00000021796"	5.39093	5.2654	5.0559	5.433	5.00002	5.61368	5.45627	5.6939	5.60937	5.59211	5.26197
"ENSMUSG00000021798"	6.67868	6.86805	6.64825	6.7061	6.69129	6.68564	6.68564	6.61382	6.8111	6.57399	6.65862
"ENSMUSG00000021804"	3.54518	3.36033	3.30413	3.34314	3.29054	3.42089	3.34032	3.30985	3.34032	3.26549	3.41778
"ENSMUSG00000021806"	7.49077	6.71902	7.74914	7.46376	6.59835	7.98329	7.59842	7.86301	7.37891	7.78255	7.29913
"ENSMUSG00000021807"	7.88021	7.72904	7.84032	7.95576	8.51561	7.68237	7.4021	7.56123	7.73905	7.90198	7.43317
"ENSMUSG00000021811"	7.48449	7.3727	7.9526	7.57033	7.97256	7.36358	7.15041	7.47552	7.20124	7.66411	7.11909
"ENSMUSG00000021814"	6.15382	6.16028	6.20633	6.24532	6.20633	6.08187	6.26601	6.21469	6.18503	6.20633	6.27714
"ENSMUSG00000021816"	5.29168	4.87971	5.05043	5.16474	4.83437	4.75266	4.8602	4.91322	4.98139	4.97795	4.80144
"ENSMUSG00000021822"	5.88396	5.98216	5.66449	6	5.11941	5.44517	5.1911	5.26317	5.40218	5.11275	5.40989
"ENSMUSG00000021823"	7.14633	7.08659	7.445075	7.696905	7.549185	7.33151	7.52879	7.12343	7.41619	7.22264	7.467405
"ENSMUSG00000021824"	6.51002	6.43174	6.39616	6.55594	6.00637	6.19476	6.09524	6.12468	6.21331	6.1792	6.23335
"ENSMUSG00000021830"	6.83757	6.74572	6.70682	7.0573	6.51425	6.70102	6.91594	6.78547	7.04084	6.83124	6.98165
"ENSMUSG00000021831"	7.809755	7.85622	7.489995	7.590535	6.90912	7.11096	7.230875	7.14973	7.280645	7.075165	7.36436
"ENSMUSG00000021832"	9.12083	8.97247	9.1587	9.25433	8.82811	9.05419	8.80701	9.14848	8.9291	9.23594	8.73072
"ENSMUSG00000021835"	5.893305	5.939325	6.186345	6.63014	5.69482	6.465805	6.3376	6.7339	6.548595	6.08001	6.08574
"ENSMUSG00000021843"	4.28119	4.29158	4.45321	4.44897	3.90346	4.19708	4.21611	4.34903	4.31244	4.2566	4.08142
"ENSMUSG00000021866"	6.83726	6.62047	6.98433	7.10214	7.34569	7.26935	7.23303	7.33132	7.18566	7.19092	7.02094
"ENSMUSG00000021868"	7.82277	7.80942	7.64141	7.82946	7.53817	7.30047	7.36838	7.10097	7.17299	7.434	7.36576
"ENSMUSG00000021870"	6.72289	6.47124	6.52657	6.68047	5.32312	6.84985	6.97607	7.07027	7.01701	6.79753	6.70921
"ENSMUSG00000021871"	9.36514	9.17345	9.44962	9.40766	9.83797	9.75666	9.44048	9.71703	9.5703	9.63077	9.54307
"ENSMUSG00000021876"	8.20587	8.76618	8.33618	9.44631	9.13441	8.58211	8.88039	9.0106	9.54724	8.71982	8.99815
"ENSMUSG00000021877"	8.67741	8.33471	8.70476	8.98957	9.11225	8.71183	8.3449	8.63673	8.77087	8.75015	8.39895
"ENSMUSG00000021886"	3.40186	3.53819	3.46261	3.52925	3.36446	3.67602	3.78987	3.57598	3.90795	3.4534	3.70239
"ENSMUSG00000021892"	5.56424	5.44184	5.62241	5.85366	5.50489	5.05786	5.26399	5.02777	5.42862	4.9709	5.46227
"ENSMUSG00000021893"	6.55035	6.21979	6.4727	6.47844	5.92983	6.46483	6.37766	6.42387	6.3658	6.45065	6.14696
"ENSMUSG00000021895"	2.82456	2.77019	2.59829	2.68006	2.99252	2.67349	2.80916	2.73647	2.92433	2.64072	2.60715
"ENSMUSG00000021900"	7.70032	7.52835	7.65608	7.58357	7.40387	7.38956	7.41059	7.40101	7.52622	7.55035	7.52622
"ENSMUSG00000021902"	6.35629	6.42629	6.30791	6.45246	6.7405	6.63088	6.63211	6.69078	6.65025	6.6527	6.80179
"ENSMUSG00000021907"	2.86532	2.95495	2.90053	2.97376	3.029	3.18467	3.09961	2.81637	2.85679	2.93274	3.15647
"ENSMUSG00000021908"	7.06885	6.75706	6.84513	7.16226	7.19903	7.93471	7.77915	7.87181	7.79819	8.04523	7.56409
"ENSMUSG00000021910"	9.35551	9.05512	9.5153	9.44532	9.44857	9.78573	9.59858	9.77239	9.64931	9.74302	9.49025
"ENSMUSG00000021911"	5.85357	5.54071	5.98821	6.08001	5.10399	5.27677	5.34163	5.32544	5.52789	5.2365	5.38158
"ENSMUSG00000021918"	3.80624	3.81214	4.01765	3.6691	3.75422	3.777175	3.65425	3.90951	3.657635	3.862735	3.74666
