"sWAT_patient 5_hM3"	"sWAT (cold acclimation)_patient 5_hM3"	"sWAT_patient 2_hM3"	"sWAT_patient 6_hM3"	"sWAT (cold acclimation)_patient 2_hM3"	"sWAT (cold acclimation)_patient 6_hM3"	"sWAT_patient 3_hM3"	"sWAT_patient 7_hM3"	"sWAT (cold acclimation)_patient 3_hM3"	"sWAT (cold acclimation)_patient 7_hM3"	"sWAT_patient 4_hM3"	"sWAT_patient 8_hM3"	"sWAT (cold acclimation)_patient 4_hM3"	"sWAT (cold acclimation)_patient 8_hM3"
"ENSG00000274935"	4.76421	5.24861	5.09263	5.29586	4.72837	4.00035	5.67418	4.25519	5.30741	4.17218	5.05697	4.37559	4.69605	3.89995
"ENSG00000274939"	6.07813181818182	6.10002363636364	6.31601272727273	6.18786727272727	6.08595090909091	6.19504545454545	6.25626272727273	6.37099818181818	6.43909636363636	6.60182818181818	6.26974818181818	5.96723636363636	6.23666454545455	6.09207272727273
"ENSG00000274941"	6.40449	6.24602	6.48905	6.81482	6.39737	6.37431	6.95214	6.2899	7.05227	6.34487	6.57023	6.29291	6.16568	6.4646
"ENSG00000274945"	4.04566875	3.83129	4.0988525	4.2808075	4.03029125	3.85488875	3.88472125	3.74825875	3.9087275	3.72088	4.31597625	3.99793875	3.87936875	4.10466875
"ENSG00000274947"	4.15028916666667	4.00841416666667	4.25100666666667	4.53881083333333	4.21950583333333	4.0623475	4.00558083333333	3.8841775	4.02709416666667	3.91356333333333	4.48741166666667	4.187155	4.05059916666667	4.2994675
"ENSG00000274948"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000274950"	9.66697	10.02699	10.20566	10.13408	10.25585	10.12124	10.160805	9.881805	10.16972	9.99518	10.187335	9.882655	10.14036	9.82141
"ENSG00000274952"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000274953"	3.57404	3.73903	3.46314	4.00191	3.50687	3.57352	3.89309	3.22543	4.26554	3.42788	4.35912	3.08894	3.43295	3.34831
"ENSG00000274955"	4.04566875	3.83129	4.0988525	4.2808075	4.03029125	3.85488875	3.88472125	3.74825875	3.9087275	3.72088	4.31597625	3.99793875	3.87936875	4.10466875
"ENSG00000274956"	3.07016	2.73858	3.15893	3.0949	2.68694	3.33777	3.39292	3.20791	4.12552	2.73173	3.14133	3.03782	2.84148	3.12538
"ENSG00000274957"	4.15028916666667	4.00841416666667	4.25100666666667	4.53881083333333	4.21950583333333	4.0623475	4.00558083333333	3.8841775	4.02709416666667	3.91356333333333	4.48741166666667	4.187155	4.05059916666667	4.2994675
"ENSG00000274958"	8.37715	8.55093	8.55922	8.49993	8.5398	8.00197	8.49353	8.35879	8.5126	8.19672	8.37367	8.30747	8.10194	8.26193
"ENSG00000274965"	3.08715	3.21602	3.09269	3.06963	3.06749	2.9137	2.87315	3.4949	3.19718	3.49813	3.09946	2.98709	3.1861	3.0199
"ENSG00000274972"	3.077245	3.224445	3.360255	3.22971	2.92028	3.289215	2.99707	2.844495	3.249255	2.794695	3.06453	3.04553	3.14071	3.110765
"ENSG00000274978"	6.71542	7.4122	6.09314	6.6953	6.38069	5.77847	6.78821	6.72646	6.65033	6.55697	7.39744	6.21191	7.11985	6.49212
"ENSG00000274997"	3.4894125	4.6839425	3.6526025	3.5319875	3.343915	3.55104	3.691675	3.403865	4.14909	3.40811	3.7753425	3.6146875	3.5026075	3.40764
"ENSG00000275003"	7.873655	8.12671	8.039775	8.650785	8.02422	8.017195	7.937355	8.06022	8.060865	7.82978	7.973255	7.945795	7.71075	7.951115
"ENSG00000275004"	3.68169	3.82315	3.58782	3.65662	3.70255	3.65045	3.89644	3.92888	3.48738	3.49753	3.78712	3.47831	3.71388	3.72556
"ENSG00000275008"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275009"	3.080805	3.3757275	3.51954	3.2356475	3.3976125	3.4171925	3.6681425	3.4084675	3.969295	3.1456825	3.4011975	3.2525075	3.337225	3.4439425
"ENSG00000275013"	2.69062	2.66678	2.78067	2.74427	2.57569	2.66977	2.5581	2.50338	2.56405	2.41365	2.69365	2.47199	2.66739	2.74761
"ENSG00000275019"	5.80549	7.09429	6.673715	6.568745	6.043355	5.903535	6.82183	5.87193	7.00611	6.249965	6.128585	6.08841	5.72084	5.841035
"ENSG00000275023"	6.98927	6.843	6.80736	7.22288	6.7496	6.85612	7.23675	6.54004	7.15083	6.79858	7.12565	6.68787	6.68643	6.43767
"ENSG00000275031"	4.34421	4.95823	3.96942	4.60333	4.28604	4.55035	4.66908	4.18063	4.48599	4.81227	4.60488	4.97613	4.25638	4.85102
"ENSG00000275034"	2.822925	3.0375275	3.114965	3.5538825	2.9000325	3.4929975	2.9791	3.146555	3.41815	3.3225825	3.21618	2.999055	2.8338525	2.98843
"ENSG00000275035"	8.23471	8.24358	8.26827	8.65015	8.48732	8.21025	8.795	8.50573	9.03633	8.11828	8.46514	8.43597	8.27312	8.42002
"ENSG00000275037"	4.21410692307692	4.11591153846154	4.34207307692308	4.60480461538462	4.30662846153846	4.18282384615385	4.05418307692308	3.96457692307692	4.07911923076923	3.98990923076923	4.57696538461538	4.21403769230769	4.11401615384615	4.36079769230769
"ENSG00000275042"	3.78141	4.04242	3.92056	3.90464	4.06362	4.58515	3.43435	3.61675	3.37328	3.68375	3.77281	4.18503	4.45777	4.76537
"ENSG00000275043"	8.1108775	8.4088825	7.30795625	7.55097	8.093875	7.7386975	7.5675625	8.11371625	7.39286625	8.1710175	7.895075	7.96591375	8.3948075	8.17543625
"ENSG00000275045"	6.880286	7.021392	7.39563	7.120918	7.358954	7.572316	7.329122	7.623936	7.438322	7.318558	7.488638	7.247684	7.864858	7.253788
"ENSG00000275047"	4.05941769230769	3.97061769230769	4.20870461538462	4.36980538461538	4.24426384615385	4.06869384615385	3.96689076923077	3.89101384615385	3.95711230769231	3.84992	4.44015076923077	4.14331615384615	3.97804153846154	4.22555307692308
"ENSG00000275051"	2.35399	2.29768	2.47219	2.37347	2.32506	2.28714	2.95355	2.3734	2.7156	2.61352	2.22565	2.5265	2.37599	2.36407
"ENSG00000275052"	8.6344	8.29041	8.54426	8.35127	8.48117	8.55381	8.25364	8.67306	7.97526	8.60502	8.34417	8.52804	8.57855	8.69251
"ENSG00000275062"	4.21410692307692	4.11591153846154	4.34207307692308	4.60480461538462	4.30662846153846	4.18282384615385	4.05418307692308	3.96457692307692	4.07911923076923	3.98990923076923	4.57696538461538	4.21403769230769	4.11401615384615	4.36079769230769
"ENSG00000275066"	7.75199	7.58952	7.73638	7.66857	7.71256	7.84649	7.87271	7.79138	7.63319	7.86371	7.68761	7.86112	7.79753	7.63194
"ENSG00000275072"	6.581105	6.967725	5.836395	6.64763	6.5855	6.6291	6.366025	6.568325	6.07989	6.54282	6.901305	6.69195	6.92681	6.715475
"ENSG00000275074"	3.63146	3.683	3.80196	3.64144	3.86142	3.92944	3.73098	3.72568	3.77791	3.62011	3.30191	3.57234	3.70687	3.37033
"ENSG00000275079"	6.35678	6.31995	6.32543	6.10244	6.37552	5.96726	6.30808	6.21082	6.25727	6.29103	6.23474	6.25372	6.2908	6.07163
"ENSG00000275080"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275082"	2.54368	2.78561	2.62606	2.38255	2.6126	2.66372	2.70234	2.49475	2.54511	2.61491	2.48651	2.4563	2.59913	2.51963
"ENSG00000275083"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275086"	6.1038	6.64377	6.16646	6.31187	6.40021	5.77245	6.24386	6.20221	6.67783	6.21044	6.47289	6.35577	5.99227	5.8835
"ENSG00000275095"	5.04351	4.09977	4.85792	4.64259	5.10786	4.58213	5.26062	4.44851	4.81411	4.54699	4.22994	4.76696	4.7559	5.07258
"ENSG00000275099"	8.36428	8.17622	8.31328	8.33265	8.28123	8.34825	8.12596	8.18053	7.94452	8.42384	8.40636	8.19001	8.64788	8.45816
"ENSG00000275102"	2.17924	2.088405	2.564065	2.404065	2.01448	2.317495	2.288635	1.927555	2.40147	2.06464	1.999495	2.275565	2.14635	2.09221
"ENSG00000275111"	4.77942	4.26577	4.55632	4.28619	4.9416	4.89654	4.16138	4.68231	4.19784	4.51333	4.42326	4.91578	4.66141	4.83901
"ENSG00000275113"	4.20329333333333	4.27453555555556	4.41819	4.93851222222222	4.13703	4.56346888888889	4.4166	4.15655777777778	5.46099666666667	4.11078555555556	4.29128777777778	4.32392666666667	4.26490333333333	4.38553555555556
"ENSG00000275117"	6.62966	6.61134	6.69365	6.22344	6.63858	6.47363	6.55492	6.4674	6.57072	6.65896	6.4734	6.36803	6.5244	6.36987
"ENSG00000275118"	6.6768	6.99567	7.37512	7.37517	6.72025	6.306	7.72256	6.65126	7.33368	6.68195	6.7193	6.48277	6.53895	6.33492
"ENSG00000275122"	4.52239	4.50571	5.70651	5.11502	4.98658	4.11233	4.24162	5.06695	4.52326	5.40059	4.90898	5.13148	5.15644	5.05375
"ENSG00000275125"	5.88899	5.77761	5.75971	5.07689	5.76984	5.83081	5.76559	5.65084	5.72983	5.58636	5.47973	5.90325	5.74928	5.60072
"ENSG00000275126"	6.35649444444444	6.94471666666667	6.21164	6.64459666666667	6.11316	6.04811777777778	6.33472555555556	6.43581	6.51383333333333	6.38136222222222	6.63391	6.31539111111111	6.30949666666667	6.12805666666667
"ENSG00000275127"	3.31060407407407	3.85697407407407	3.1045562962963	3.62014074074074	3.08380185185185	3.40811148148148	2.95355185185185	3.33338037037037	3.1276337037037	3.27751444444444	3.72477925925926	3.15087518518519	3.73190888888889	3.16745518518519
"ENSG00000275136"	3.80514	3.74115	4.55175	3.88123	3.51154	3.42784	4.13968	3.4255	4.26937	3.93236	3.71638	3.49853	3.50155	3.43485
"ENSG00000275143"	5.82194	6.05234	5.95251	6.03174	5.57025	5.86996	6.23739	6.02381	5.92613	5.90591	5.40825	5.88446	5.94116	5.89451
"ENSG00000275145"	8.603955	8.75494	8.67321	8.49165	8.605375	8.535925	8.70959	8.79935	8.64075	8.68918	8.6276	8.52515	8.730395	8.46254
"ENSG00000275152"	5.04351	4.09977	4.85792	4.64259	5.10786	4.58213	5.26062	4.44851	4.81411	4.54699	4.22994	4.76696	4.7559	5.07258
"ENSG00000275153"	6.07813181818182	6.10002363636364	6.31601272727273	6.18786727272727	6.08595090909091	6.19504545454545	6.25626272727273	6.37099818181818	6.43909636363636	6.60182818181818	6.26974818181818	5.96723636363636	6.23666454545455	6.09207272727273
"ENSG00000275156"	4.09413	3.59879	4.10312	3.83628	4.01656	3.58305	3.65058	3.31883	3.84208	4.02606	4.33587	3.96696	3.80642	3.58136
"ENSG00000275163"	2.56268	2.46626	2.67904	2.26793	2.43888	2.45	2.32879	2.5411	2.42668	2.19041	2.67139	2.58287	2.37458	2.31658
"ENSG00000275165"	4.644	4.01094	4.44415	4.48312	4.3845	4.25837	4.44915	4.28156	4.10084	4.8974	4.37496	4.08369	4.24601	4.01326
"ENSG00000275172"	4.21410692307692	4.11591153846154	4.34207307692308	4.60480461538462	4.30662846153846	4.18282384615385	4.05418307692308	3.96457692307692	4.07911923076923	3.98990923076923	4.57696538461538	4.21403769230769	4.11401615384615	4.36079769230769
"ENSG00000275176"	7.25048	6.86704	6.92774	6.17032	6.9168	6.3567	7.03583	7.40358	7.00864	6.81142	6.1907	7.04664	6.52438	7.08699
"ENSG00000275181"	4.48529	4.42019	4.34909	4.64829	4.34421	4.28995	4.50791	4.21388	4.50511	4.12008	4.09261	4.37414	4.18946	4.59945
"ENSG00000275183"	4.99425	5.06471	4.78597	5.20674	5.08208	5.1068	5.1897	5.04877	4.96474	4.69447	5.50007	5.11544	5.12	5.02474
"ENSG00000275190"	2.58372333333333	3.14051666666667	2.6396	3.74694	1.91387333333333	2.68889333333333	3.14739666666667	2.17769666666667	4.01902666666667	2.54450666666667	2.27066666666667	2.54196	2.66120666666667	3.62184333333333
"ENSG00000275196"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275199"	8.32027	8.27059	8.12631	8.70057	8.33024	8.51257	8.4301	8.31605	7.98601	8.47229	8.56491	8.23794	8.47237	8.54898
"ENSG00000275211"	4.75461666666667	4.87116333333333	4.77512333333333	5.08733	4.60003666666667	4.72878666666667	4.98187333333333	4.76634	5.05184666666667	4.32497666666667	5.02224333333333	4.61924666666667	4.93438	4.48345666666667
"ENSG00000275214"	8.70424	9.09678	8.77707	8.71187	8.34746	8.56366	8.36921	8.52081	8.52177	8.4603	8.49448	8.33201	8.58352	8.3743
"ENSG00000275221"	3.708592	4.512054	3.78934	3.847422	3.548602	3.719514	3.903662	3.67211	4.161744	3.559968	4.140202	3.675492	3.73236	3.635296
"ENSG00000275237"	4.04566875	3.83129	4.0988525	4.2808075	4.03029125	3.85488875	3.88472125	3.74825875	3.9087275	3.72088	4.31597625	3.99793875	3.87936875	4.10466875
"ENSG00000275244"	3.17892	3.26622	3.71948	3.20839	2.89133	3.32946	3.42788	3.49229	3.52666	2.9861	3.04593	3.48373	3.29723	3.19717
"ENSG00000275246"	6.01967	5.09026	6.41218	5.23584	6.65126	5.60451	5.57977	6.43876	5.80411	6.75292	6.08578	6.081	6.27947	5.8763
"ENSG00000275253"	4.21410692307692	4.11591153846154	4.34207307692308	4.60480461538462	4.30662846153846	4.18282384615385	4.05418307692308	3.96457692307692	4.07911923076923	3.98990923076923	4.57696538461538	4.21403769230769	4.11401615384615	4.36079769230769
"ENSG00000275262"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275267"	7.38017	7.69191	7.40627	7.40991	7.55565	7.47555	7.53601	7.58836	7.66395	7.5938	7.49253	7.39441	7.53033	7.55504
"ENSG00000275269"	3.80514	3.74115	4.55175	3.88123	3.51154	3.42784	4.13968	3.4255	4.26937	3.93236	3.71638	3.49853	3.50155	3.43485
"ENSG00000275272"	8.55887	8.22884	8.3816	8.42335	8.49298	8.60188	8.39254	8.4056	7.81293	8.54388	8.65983	8.56729	8.65352	8.60547
"ENSG00000275276"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275288"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275289"	3.59889	3.04425	3.5394	2.98277	3.32346	3.30688	3.41258	2.87305	3.17033	2.97965	2.76543	3.6592	3.07483	2.8614
"ENSG00000275290"	4.51415	4.73316	5.52573	5.43723	4.52	3.94415	5.54505	4.46846	5.83322	4.38749	4.70484	4.40731	4.21117	4.451
"ENSG00000275300"	7.31521	7.10221	7.53513	6.96326	7.5169	7.47115	7.28397	7.6668	7.69317	7.36052	6.82448	7.53826	7.38179	7.49887
"ENSG00000275302"	3.7394125	4.6862525	4.2761875	4.0224375	4.04534	3.6490825	3.91537	3.6661325	4.3442825	3.7823225	4.181405	4.0087	4.0205125	3.687275
"ENSG00000275313"	3.43658333333333	4.58257666666667	4.16144333333333	3.83069333333333	3.84428333333333	3.29291666666667	3.62542	3.40016333333333	4.07957333333333	3.65799	3.92904	3.73128	3.93365	3.62418
"ENSG00000275317"	4.04566875	3.83129	4.0988525	4.2808075	4.03029125	3.85488875	3.88472125	3.74825875	3.9087275	3.72088	4.31597625	3.99793875	3.87936875	4.10466875
"ENSG00000275323"	9.66697	10.02699	10.20566	10.13408	10.25585	10.12124	10.160805	9.881805	10.16972	9.99518	10.187335	9.882655	10.14036	9.82141
"ENSG00000275326"	9.34267	8.88693	9.20245	9.20644	9.013	9.35609	8.92598	8.82374	8.71804	8.83378	8.98047	8.99052	9.37364	9.35031
"ENSG00000275330"	3.57404	3.73903	3.46314	4.00191	3.50687	3.57352	3.89309	3.22543	4.26554	3.42788	4.35912	3.08894	3.43295	3.34831
"ENSG00000275331"	6.432835	5.918235	6.36947	5.84095	6.451675	5.39096	5.799315	6.193535	6.04022	5.637865	5.85019	6.32584	5.81164	5.97088
"ENSG00000275333"	7.91128	7.30251	7.82444	7.4929	7.74662	7.98214	7.64275	7.73692	7.35844	7.71318	7.60046	7.69916	7.87312	7.90676
"ENSG00000275338"	5.77722	5.30626	5.41044	5.35041	5.60339	5.64704	5.52529	5.56044	5.3839	5.46262	5.4568	5.33217	5.19199	5.43964
"ENSG00000275342"	6.28037	6.18704	6.05607	6.66342	5.81614	5.93869	6.55036	5.85043	6.15012	6.01727	6.26468	5.92543	5.92122	6.07118
"ENSG00000275349"	7.96844	8.0139	7.43435333333333	7.70045666666667	7.67316	7.43561666666667	7.49241666666667	7.77224	7.60201666666667	7.67183	7.79673333333333	7.65941666666667	7.78817666666667	7.79217333333333
"ENSG00000275351"	4.15028916666667	4.00841416666667	4.25100666666667	4.53881083333333	4.21950583333333	4.0623475	4.00558083333333	3.8841775	4.02709416666667	3.91356333333333	4.48741166666667	4.187155	4.05059916666667	4.2994675
"ENSG00000275353"	4.15028916666667	4.00841416666667	4.25100666666667	4.53881083333333	4.21950583333333	4.0623475	4.00558083333333	3.8841775	4.02709416666667	3.91356333333333	4.48741166666667	4.187155	4.05059916666667	4.2994675
"ENSG00000275356"	2.58322	2.7248	2.81938	2.95709	2.5616	2.76003	2.95552	2.94749	3.18405	3.08346	2.76382	2.90507	2.75043	2.88712
"ENSG00000275365"	3.59533	3.58555	3.98686	3.08738	3.65404	3.47974	3.76352	3.58164	3.47753	3.38537	3.85439	3.76224	3.28947	3.26688
"ENSG00000275368"	3.33968	3.01371	3.35464	3.63313	3.28577	3.44104	3.36292	3.39987	3.32562	3.32601	3.03598	3.19993	3.23538	3.43754
"ENSG00000275379"	3.5099	4.90201833333333	3.84555333333333	3.98885333333333	3.516445	3.589105	4.15444333333333	3.73328333333333	4.48073833333333	3.673885	3.99359333333333	3.843705	3.85474	3.65305166666667
"ENSG00000275382"	7.31507	6.91985	6.89586	6.58332	6.93032	6.7406	6.25126	6.6253	6.54414	6.76987	6.37623	6.87035	6.58404	6.62762
"ENSG00000275385"	5.55237	5.86374	7.13011	5.54311	7.3144	6.54182	4.94387	5.8559	4.65274	6.34819	4.95922	7.30122	4.66965	6.491
"ENSG00000275395"	4.01477	6.42043	5.37801	4.38813	4.41356	4.75287	5.53308	5.3716	6.1755	5.10547	4.86577	5.14276	4.75048	4.08818
"ENSG00000275397"	6.36562	6.4499	6.41812	5.78658	6.70072	5.83053	6.89832	7.17867	6.78765	6.87165	6.50102	6.56832	6.54397	6.41012
"ENSG00000275402"	3.22539	3.48968	3.47981	3.23202	3.33109	3.39786	3.10865	3.48727	3.13359	3.46811	3.48274	3.537	3.92782	2.92655
"ENSG00000275404"	3.63355	4.41576	4.42255	4.25461	3.56828	3.20869	4.124	3.76292	3.925	3.74182	4.34831	3.54827	3.3721	3.50983
"ENSG00000275410"	2.67638	2.73803	2.74495	2.52559	2.62253	2.59744	2.65775	2.5838	2.71556	2.50078	2.61404	2.48714	2.62615	2.38225
"ENSG00000275416"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275421"	4.15028916666667	4.00841416666667	4.25100666666667	4.53881083333333	4.21950583333333	4.0623475	4.00558083333333	3.8841775	4.02709416666667	3.91356333333333	4.48741166666667	4.187155	4.05059916666667	4.2994675
"ENSG00000275428"	4.83966	4.79316666666667	4.36568666666667	4.9548	4.49618666666667	4.76631	4.55301333333333	5.09915	4.63196666666667	4.97805333333333	4.8164	4.33120333333333	4.7234	4.8062
"ENSG00000275430"	4.84712	4.64888	5.12208	4.8295	4.84585	4.92094	6.13639	5.3397	5.8217	5.43072	6.40178	5.53387	5.93326	5.44806
"ENSG00000275433"	4.21410692307692	4.11591153846154	4.34207307692308	4.60480461538462	4.30662846153846	4.18282384615385	4.05418307692308	3.96457692307692	4.07911923076923	3.98990923076923	4.57696538461538	4.21403769230769	4.11401615384615	4.36079769230769
"ENSG00000275436"	3.97487888888889	3.76442555555556	3.99304888888889	4.23014111111111	4.05304888888889	3.83276	3.83667111111111	3.69732	3.78655222222222	3.65203555555556	4.17588555555556	4.04488888888889	3.77424444444444	4.05425
"ENSG00000275442"	3.59889	3.04425	3.5394	2.98277	3.32346	3.30688	3.41258	2.87305	3.17033	2.97965	2.76543	3.6592	3.07483	2.8614
"ENSG00000275444"	2.90773	2.84423	2.76857	3.33052	2.65714	2.90728	2.84313	2.90422	2.99663	2.7932	2.8589	2.72901	2.97948	2.66416
"ENSG00000275449"	7.75668	7.81821166666667	7.63405166666667	7.89472666666667	7.67234833333333	7.684785	8.04589666666667	7.66691166666667	8.22441833333333	7.785095	8.04822666666667	7.63553166666667	7.72330666666667	7.58741833333333
"ENSG00000275456"	4.04566875	3.83129	4.0988525	4.2808075	4.03029125	3.85488875	3.88472125	3.74825875	3.9087275	3.72088	4.31597625	3.99793875	3.87936875	4.10466875
"ENSG00000275462"	3.59889	3.04425	3.5394	2.98277	3.32346	3.30688	3.41258	2.87305	3.17033	2.97965	2.76543	3.6592	3.07483	2.8614
"ENSG00000275463"	5.78697	7.0938	6.71013	6.76282	5.93313	5.83692	6.75838	5.57752	6.86192	6.16244	5.99568	5.96434	5.77774	5.80936
"ENSG00000275466"	8.88783	8.07278	8.48181	8.49659	8.44395	8.74854	8.8782	8.27243	8.96911	8.55581	8.65791	8.47596	8.33963	8.40739
"ENSG00000275482"	5.02374	4.97749	5.12054	4.76737	5.05267	5.08514	4.66272	4.99712	5.19606	5.14253	4.99988	4.91767	4.96755	5.09679
"ENSG00000275483"	2.71501	2.78089	2.91751	2.95047	2.76574	2.71006	2.96648	2.54477	2.66836	2.68327	2.63702	2.73985	2.79011	2.68704
"ENSG00000275486"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275498"	8.07237	7.72082	7.97126	7.46821	8.08909	8.03034	7.88865	8.07188	7.57738	8.1861	7.84104	8.148	8.0544	8.13029
"ENSG00000275499"	2.24236	2.47242	2.52181	2.53353	2.32032	2.46876	2.54161	2.45481	2.38311	2.66118	2.50652	2.63167	2.42506	2.54507
"ENSG00000275501"	4.84712	4.64888	5.12208	4.8295	4.84585	4.92094	6.13639	5.3397	5.8217	5.43072	6.40178	5.53387	5.93326	5.44806
"ENSG00000275505"	5.42205	5.83095	6.15945	5.31879	5.33495	5.17271	5.93569	5.21821	6.08674	5.32037	5.21438	5.61007	5.20699	4.86406
"ENSG00000275511"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275513"	4.21410692307692	4.11591153846154	4.34207307692308	4.60480461538462	4.30662846153846	4.18282384615385	4.05418307692308	3.96457692307692	4.07911923076923	3.98990923076923	4.57696538461538	4.21403769230769	4.11401615384615	4.36079769230769
"ENSG00000275517"	4.956405	4.592495	4.853575	4.731915	4.61146	4.532375	5.12248	4.574535	4.749085	4.47088	4.68547	4.696735	4.3917	4.487345
"ENSG00000275521"	4.09413	3.59879	4.10312	3.83628	4.01656	3.58305	3.65058	3.31883	3.84208	4.02606	4.33587	3.96696	3.80642	3.58136
"ENSG00000275522"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275524"	3.31060407407407	3.85697407407407	3.1045562962963	3.62014074074074	3.08380185185185	3.40811148148148	2.95355185185185	3.33338037037037	3.1276337037037	3.27751444444444	3.72477925925926	3.15087518518519	3.73190888888889	3.16745518518519
"ENSG00000275525"	4.76421	5.24861	5.09263	5.29586	4.72837	4.00035	5.67418	4.25519	5.30741	4.17218	5.05697	4.37559	4.69605	3.89995
"ENSG00000275528"	7.49951	7.25615	6.95599	6.94855	7.39249	6.75502	7.8658	6.76651	7.58205	7.17423	7.28764	6.9561	6.93594	7.10002
"ENSG00000275529"	3.31060407407407	3.85697407407407	3.1045562962963	3.62014074074074	3.08380185185185	3.40811148148148	2.95355185185185	3.33338037037037	3.1276337037037	3.27751444444444	3.72477925925926	3.15087518518519	3.73190888888889	3.16745518518519
"ENSG00000275534"	3.78141	4.04242	3.92056	3.90464	4.06362	4.58515	3.43435	3.61675	3.37328	3.68375	3.77281	4.18503	4.45777	4.76537
"ENSG00000275538"	3.411245	3.99189	3.14005	3.36019	3.26485	3.21816	3.41368	3.59799	3.64601	3.63591	3.92238	3.278485	3.582875	3.358295
"ENSG00000275539"	4.89279666666667	6.26915	5.66791333333333	5.46796666666667	5.16986666666667	4.75299	5.78903	5.00780666666667	6.16861	5.28906666666667	5.24651666666667	5.29785	4.87564	5.12662
"ENSG00000275543"	4.86871	5.10425	4.73261	4.84895	4.73098	4.91556	4.49431	5.14041	4.47173	4.71271	5.08935	5.74508	5.20456	5.34346
"ENSG00000275544"	4.08309	4.09813	3.65778	4.06011	3.78852	3.78842	3.57817	3.88791	3.61242	3.39035	3.68438	3.63761	3.30366	3.75424
"ENSG00000275545"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275551"	4.1019	4.34056	4.22102	4.28099	3.63408	3.97266	4.42862	4.06445	3.84945	3.70075	4.2486	4.05172	3.51835	3.73566
"ENSG00000275553"	3.85737333333333	3.86574	4.50045666666667	3.96199666666667	3.92373	3.92261333333333	4.29182666666667	4.22633333333333	4.94201	4.11258333333333	3.81583333333333	4.09242666666667	3.92244	3.61443666666667
"ENSG00000275555"	5.44125	5.00289	5.08307	4.89107	5.18353	5.57918	5.34029	5.38017	5.25006	5.29808	5.01138	4.76204	5.07842	4.98301
"ENSG00000275564"	3.80514	3.74115	4.55175	3.88123	3.51154	3.42784	4.13968	3.4255	4.26937	3.93236	3.71638	3.49853	3.50155	3.43485
"ENSG00000275565"	5.92447	6.52693	7.65784	6.95381	6.65908	5.64801	6.79739	6.2354	7.1891	6.79954	6.85443	6.73746	6.48886	6.33183
"ENSG00000275566"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
